asset_id;original_carbon_footprint;refurb_carbon_cost;avoided_new_manufacturing_emissions;materials_recovered_kg;landfill_diversion_kg;circular_economy_value
AST001221;242.8;29.6;197.7;12.28;7.2;211.18
AST001222;1116.8;119;909;23.12;13.5;1353.24
AST001223;149.8;18.3;25.1;0.3;0.42;0
AST001225;195.6;14.4;157.9;6.73;4.5;87.04
AST001226;1318.7;108.9;1037.5;22.42;13.5;1318.68
AST001227;135.6;8.7;109.2;0.6;0.45;114.72
AST001228;250.4;19.9;207.3;13.26;7.2;75.12
AST001232;272.4;29.8;66.9;4.8;6.8;0
AST001233;270.6;40;206.1;3.53;2.25;198.53
AST001234;303.1;32.6;240.4;3.45;2.25;226.47
AST001235;324.7;39.1;270.1;3.63;2.25;644.73
AST001237;185.3;14.1;143.6;6.34;4.5;166.71
AST001238;235.2;13;182.4;12.94;7.2;184.85
AST001239;313.6;28.1;243.6;3.39;2.25;519.53
AST001240;267.6;23.4;50.8;4.8;6.8;0
AST001245;309.5;39.5;66.8;1.5;2.12;0
AST001246;225.7;32.6;171;13.12;7.2;162.59
AST001248;153.8;19.4;130.5;0.6;0.45;207.2
AST001249;84.2;5.4;69.7;0.24;0.18;242.96
AST001250;298.5;39.8;240.8;3.4;2.25;464.16
AST001251;86.3;7.6;17;0.12;0.17;0
AST001252;291.5;39.4;243.3;3.34;2.25;213.95
AST001253;320.9;30.4;244.2;3.25;2.25;307.2
AST001255;202.4;28.2;165.2;6.77;4.5;143.46
AST001256;1298.6;167.9;303.9;9;12.75;0
AST001257;292.3;17.3;61;1.5;2.12;0
AST001258;1093.2;127.5;844.2;19.66;13.5;1611.83
AST001259;1272.4;79.8;1027;21.36;13.5;1139.83
AST001260;1090;156;911.4;22.08;13.5;1329.64
AST001261;307.8;26.3;248.4;3.34;2.25;392.86
AST001264;269.7;25.3;50.2;4.8;6.8;0
AST001266;1101.9;105.6;862.5;23.52;13.5;528.12
AST001268;328.7;26.1;255.3;3.8;2.25;646.25
AST001269;1259.9;176.7;971.7;22.12;13.5;1260.41
AST001271;270.5;31.7;51.8;4.8;6.8;0
AST001272;203.3;16.4;165.3;6.93;4.5;60.44
AST001273;145;17.9;118.8;0.64;0.45;225.59
AST001274;292.1;33.3;236.7;3.73;2.25;632.07
AST001275;270.4;30.5;218.9;3.25;2.25;81.12
AST001276;305.5;38.9;68.9;1.5;2.12;0
AST001277;329.1;17.9;75;1.5;2.12;0
AST001278;210.8;29.5;171.4;7.03;4.5;111.87
AST001279;189.3;27.2;147.4;6.73;4.5;91.69
AST001281;226.9;33.8;176.7;10.69;7.2;149.04
AST001282;262.1;38.6;55;4.8;6.8;0
AST001283;182.3;17.1;150.1;6.77;4.5;121.32
AST001285;320.8;43.1;270.2;3.78;2.25;190.5
AST001286;201.3;29.8;159.3;7.46;4.5;144.54
AST001287;241;29.5;197.7;12.41;7.2;183.45
AST001288;285.2;42.6;58.5;1.5;2.12;0
AST001290;230.4;16.6;179.2;11.8;7.2;277.61
AST001291;226.6;32.2;41.7;4.8;6.8;0
AST001292;269.4;15.7;217.3;11.55;7.2;380.41
AST001293;196.7;14.2;153.3;7.45;4.5;107.93
AST001294;319.7;18.8;268.8;3.4;2.25;549.95
AST001295;250.9;34.6;49.1;4.8;6.8;0
AST001296;311.4;15.7;75.8;1.5;2.12;0
AST001297;249.7;36.8;48.3;4.8;6.8;0
AST001298;200.8;18.8;151;6.09;4.5;57.83
AST001299;1205.1;122.4;938.7;26.56;13.5;1407.74
AST001300;308.7;23.3;258.3;4;2.25;333.66
AST001301;1268.2;165.6;297.9;9;12.75;0
AST001302;236.9;33.1;187.7;10.11;7.2;121.88
AST001303;200.5;27.3;170.4;6.58;4.5;137.91
AST001304;290.8;30.6;232;3.49;2.25;382.03
AST001305;231.5;20.9;181;12.38;7.2;235.62
AST001307;240.2;17.8;46.2;4.8;6.8;0
AST001308;244.9;20.7;205.9;10.17;7.2;253.12
AST001309;305.1;33.7;250.6;3.51;2.25;253.3
AST001310;325.5;41.7;249.8;3.5;2.25;97.65
AST001311;206.3;12;155.7;7.35;4.5;115.58
AST001312;194.4;23.6;150.7;6.47;4.5;191.6
AST001313;270.2;18.6;202.8;3.33;2.25;617.72
AST001315;295.3;26.8;232.7;3.96;2.25;435.97
AST001316;1289.4;185.9;978.3;19.9;13.5;1291.74
AST001319;257.6;31;209.3;12.98;7.2;160.03
AST001321;303.3;23.3;229.1;3.31;2.25;397.52
AST001323;1216.6;100.5;995.6;21.71;13.5;1141.37
AST001324;314.7;29.7;265.2;3.61;2.25;323.33
AST001325;257.3;22.6;194.5;11.24;7.2;197.19
AST001327;1234.3;162.7;1025.3;20.16;13.5;1409.55
AST001329;296;40.4;235.4;3.39;2.25;359.96
AST001330;286;20;230.6;3.46;2.25;507.11
AST001331;1149.5;90.8;901.8;23.81;13.5;1131.4
AST001332;271.2;38.6;222.9;3.48;2.25;81.36
AST001334;193.1;28.5;162.4;6.82;4.5;57.93
AST001336;317.8;41.8;265.8;3.56;2.25;184.62
AST001337;226.9;31.8;183.9;10.67;7.2;230.82
AST001338;322.9;20.7;274;3.89;2.25;510.66
AST001339;249.7;22.1;195.2;11.03;7.2;402.12
AST001340;274.6;19.9;231;12.36;7.2;346.49
AST001343;257.9;33.6;197.6;11.87;7.2;294.15
AST001344;253.8;29.7;202.2;13.07;7.2;235.65
AST001345;225.4;25.9;189.8;10.87;7.2;162.07
AST001346;296;25.2;223.7;3.84;2.25;634.26
AST001348;1193.3;163.3;956.8;21.75;13.5;357.99
AST001351;308.9;24.1;248.9;3.48;2.25;239.58
AST001352;193.9;16.5;149.2;6.8;4.5;181.19
AST001354;149.7;12.3;114;0.56;0.45;158.77
AST001355;262.8;27.3;218.8;12.02;7.2;211.82
AST001356;1206.8;170.8;908.7;25.44;13.5;2111.42
AST001357;320.7;47.6;254.9;3.89;2.25;536.12
AST001358;261.5;29.3;213.2;11.12;7.2;78.45
AST001359;189.8;11.5;150.6;5.86;4.5;143.44
AST001360;1083.4;100;822.6;24.79;13.5;1080.09
AST001361;1114.3;149.3;901.4;24.27;13.5;837.76
AST001362;142.3;20.5;120.1;0.62;0.45;145.37
AST001363;1279.9;88.3;999.1;24.09;13.5;1496.12
AST001364;326.4;38.2;273.5;3.14;2.25;473.68
AST001366;301.5;16.8;73.8;1.5;2.12;0
AST001367;84.4;6.1;64.9;0.25;0.18;25.32
AST001368;262.6;30.7;201.9;12.08;7.2;161.08
AST001369;306.4;30.1;240.7;3.81;2.25;491.87
AST001370;249.9;33.4;191.6;11.7;7.2;74.97
AST001372;141.1;9.2;106.2;0.64;0.45;203.11
AST001373;298.9;21.6;234.3;3.26;2.25;397.77
AST001374;313;43.2;239.6;3.5;2.25;369.66
AST001375;285.1;41.9;237.7;3.81;2.25;467.11
AST001376;305.7;24.2;251.3;3.36;2.25;544.32
AST001377;1108.3;124.7;931.2;24.54;13.5;1436.09
AST001378;208.9;19;159.4;6.8;4.5;241.49
AST001379;1301.9;143.4;219.1;9;12.75;0
AST001380;202;13.2;32.3;3;4.25;0
AST001381;1288.5;160.1;1009.2;23.19;13.5;1234.19
AST001382;328.7;18;258.2;2.91;2.25;450.48
AST001383;1112.3;102.5;911.4;22.83;13.5;925.65
AST001384;197.3;13.9;155.4;7.82;4.5;117.89
AST001385;203.4;13.4;165.2;6.85;4.5;61.02
AST001386;327.7;40.5;256;3.36;2.25;298.26
AST001387;287.1;39.2;218.6;4.04;2.25;86.13
AST001388;204.5;21;161.5;6.61;4.5;96.96
AST001389;317.5;27.2;244;3.36;2.25;197.6
AST001390;236.5;31;178.8;12.48;7.2;373.09
AST001391;274.9;21.3;208.5;3.81;2.25;552.36
AST001392;245.7;33.8;40;4.8;6.8;0
AST001394;225.1;31.5;169.3;11.87;7.2;247.56
AST001397;145.6;18;31.3;0.3;0.42;0
AST001398;185.6;15.5;154.4;7.26;4.5;126.19
AST001399;297.5;18.4;234.2;3.35;2.25;696.32
AST001400;235.7;27.4;176.8;10.84;7.2;400.69
AST001401;305.8;26.8;232.2;3.6;2.25;535.7
AST001402;201.3;28.9;165.3;7.44;4.5;148.19
AST001403;293.7;37.1;231.9;2.96;2.25;231.89
AST001404;269.8;26.7;221.5;10.9;7.2;130.57
AST001405;319.9;20.4;242.5;3.36;2.25;477.07
AST001406;275.7;24.7;212.3;3.24;2.25;253.35
AST001407;312.7;44.5;234.9;3.2;2.25;220.97
AST001408;316;31.2;253.2;3.51;2.25;324.25
AST001409;1120.1;117.6;260.3;9;12.75;0
AST001410;1236.3;114.9;239.3;9;12.75;0
AST001411;272.7;18.2;214.3;3.43;2.25;271.42
AST001413;316.1;28.4;241.3;3.87;2.25;412.5
AST001414;1155.5;74.6;251.8;9;12.75;0
AST001416;226.5;26.8;190.4;11.66;7.2;327.43
AST001418;324.1;23.5;264.5;3.23;2.25;534.14
AST001420;188.2;16.9;143.8;7.07;4.5;226.09
AST001421;294.9;17.9;50.1;1.5;2.12;0
AST001423;249.3;35.9;194;11.68;7.2;74.79
AST001426;1258.7;142.4;1064.8;22.7;13.5;1768.75
AST001427;199.5;13.1;164.2;7.55;4.5;180.77
AST001428;135.2;9;105.9;0.59;0.45;214.61
AST001429;227.2;23.1;56.3;4.8;6.8;0
AST001430;191.4;15.7;160.6;6.78;4.5;173.91
AST001431;238.4;31.1;181.5;11.99;7.2;449.27
AST001433;246.3;31.5;196.7;12.05;7.2;240.44
AST001434;303.2;29.8;51.3;1.5;2.12;0
AST001436;282.5;14.5;231;3.89;2.25;359.26
AST001437;278.3;18.4;233.5;3.28;2.25;326.7
AST001438;284.7;18.2;215;3.6;2.25;347.84
AST001439;141.8;7.6;30.8;0.3;0.42;0
AST001440;148.7;10.4;112.4;0.66;0.45;223.24
AST001441;273.1;33.2;212.7;3.92;2.25;336.16
AST001442;148.9;11.8;119.2;0.59;0.45;88.65
AST001443;160.8;8.9;129.3;0.65;0.45;239.22
AST001444;276.9;18.2;216.2;2.98;2.25;83.07
AST001446;313.1;36.4;264.6;3.57;2.25;304.02
AST001447;180.2;24.9;142.5;6.75;4.5;129.53
AST001449;295.2;24.5;250.5;3.72;2.25;171.69
AST001451;315.3;18.5;260;3.58;2.25;454.85
AST001452;246.8;26.7;186.5;12.74;7.2;268.74
AST001453;84.2;7.4;65.3;0.24;0.18;130.35
AST001454;1280.4;174.6;1079.1;23.86;13.5;950.11
AST001456;305.7;17;62.6;1.5;2.12;0
AST001457;276;39.6;221.7;3.12;2.25;247.5
AST001459;151.4;16.4;123;0.61;0.45;164.84
AST001460;315.5;44.7;245.7;3.69;2.25;511.71
AST001461;295.4;21.9;70.7;1.5;2.12;0
AST001462;293.5;42.8;239.3;3.23;2.25;252.99
AST001463;282.9;26.9;231.3;3.16;2.25;209.07
AST001464;84.5;4.5;68.5;0.24;0.18;205.07
AST001465;242.2;34.4;183.9;12.43;7.2;212.46
AST001466;264.9;23.2;224;11.18;7.2;79.47
AST001467;290.5;34.7;238.4;3.89;2.25;580.71
AST001469;312.6;31.2;242.2;3.4;2.25;265.39
AST001471;300.4;37.9;236.4;3.54;2.25;697.48
AST001472;248.1;15;196.4;10.66;7.2;188.99
AST001473;306.4;27.3;257.5;3.58;2.25;196.06
AST001474;241.9;14.9;190;11.1;7.2;144.81
AST001475;315.3;46.5;245.6;3.51;2.25;181.66
AST001476;277.7;29.6;213.8;3.27;2.25;345.76
AST001477;154.2;22.7;123.3;0.67;0.45;202.71
AST001478;1310.8;84.6;1023.7;22.98;13.5;1871.14
AST001481;135.8;15.6;109.2;0.56;0.45;252.69
AST001482;1145.8;133.3;875.6;21.61;13.5;2355.75
AST001483;305;38.4;254.5;3.69;2.25;91.5
AST001484;316.1;43.8;238.7;3.37;2.25;439.43
AST001485;191.4;10.5;155.8;5.92;4.5;183.08
AST001486;273.3;21.9;229.1;3.38;2.25;402.23
AST001487;274.6;25.1;215;3.83;2.25;530.89
AST001488;283.2;40.2;212.7;3.62;2.25;411.7
AST001490;186.9;21.9;155.2;6.17;4.5;120.64
AST001491;278.9;40.6;210.1;3.39;2.25;240.26
AST001492;225.8;22.4;176;12.74;7.2;322.94
AST001493;240.6;22.5;182.3;11.09;7.2;194.35
AST001494;281.6;26.8;213.8;3.21;2.25;435.2
AST001495;198;12.7;161.3;5.79;4.5;83.39
AST001497;314.2;18.3;237.5;3.31;2.25;310.54
AST001498;300.6;40.3;248.8;3.67;2.25;587.45
AST001500;164.6;20.9;132.8;0.59;0.45;217.38
AST001501;312.3;24.7;265.3;3.83;2.25;656.15
AST001502;1234;70.3;228.1;9;12.75;0
AST001503;206.9;21.8;168;7.45;4.5;129.1
AST001505;319;47;258.3;3.31;2.25;227.7
AST001506;305.2;43.3;240.9;3.16;2.25;336.97
AST001507;158.2;22.9;27.4;0.3;0.42;0
AST001508;142.8;16.8;28.2;0.3;0.42;0
AST001509;315.5;34.8;238.2;3.87;2.25;310.18
AST001510;256.3;26.1;214.2;11.61;7.2;249.82
AST001511;219.5;28.3;170.5;7.13;4.5;185.44
AST001512;323.2;44.2;259.2;3.67;2.25;384.08
AST001513;287.9;36.6;235;3.71;2.25;431.58
AST001514;241.8;36.1;47.4;4.8;6.8;0
AST001515;275.8;29.4;46.4;1.5;2.12;0
AST001516;225.6;20.1;173;10.71;7.2;355.83
AST001517;157;21.5;125.5;0.65;0.45;197.88
AST001518;1081;146.6;861.2;24.4;13.5;985.28
AST001520;1110.9;108.5;916.3;20.6;13.5;1705.61
AST001521;279.4;38.4;59.8;1.5;2.12;0
AST001522;1242.8;83.3;298.5;9;12.75;0
AST001524;241;29.5;199.2;11.98;7.2;210.83
AST001525;276.2;34.1;50.8;1.5;2.12;0
AST001526;263.7;27.3;198.7;11.54;7.2;346.64
AST001527;164.6;21.9;132.7;0.58;0.45;249.02
AST001528;263.7;31.3;213.8;10.31;7.2;340.69
AST001529;266.1;14.2;48.1;4.8;6.8;0
AST001530;280.5;14.4;218;3.92;2.25;336.63
AST001531;303.9;39.6;235.9;3.65;2.25;755.55
AST001532;235.8;18.9;187.3;10.82;7.2;273.74
AST001533;320.7;31.4;242.8;3.43;2.25;541
AST001535;296.2;27.6;232.9;3.91;2.25;566.36
AST001536;281.4;18.1;45.8;1.5;2.12;0
AST001537;278.9;19;235.5;3.11;2.25;335.37
AST001539;304;38.3;239.7;3.36;2.25;288.03
AST001541;219.2;13.9;171.5;6.51;4.5;186.19
AST001542;1312.4;117.8;1102.9;25.75;13.5;1640.3
AST001543;157.8;19.1;121.6;0.61;0.45;277.38
AST001544;283.6;37.8;230.2;3.53;2.25;569.96
AST001545;230.7;12.1;185.2;11.92;7.2;277.8
AST001546;305.2;22.2;235.6;3.31;2.25;204.95
AST001547;249.4;18.5;55.1;4.8;6.8;0
AST001548;317;34;244.5;3.47;2.25;334.26
AST001549;214.4;11.1;169.5;6.38;4.5;199.13
AST001550;1227.5;148.5;1034.4;22.53;13.5;1261.28
AST001551;215.6;25;183.1;6.61;4.5;145.57
AST001553;250.1;16.5;206.9;10.95;7.2;75.03
AST001555;277.7;27.1;212.6;3.56;2.25;335.93
AST001556;281.8;22.2;223.8;3.23;2.25;238.98
AST001557;236.5;18.5;182.4;11.81;7.2;180.71
AST001558;323.9;29.9;261.5;3.69;2.25;232.96
AST001559;300.6;22.5;70.6;1.5;2.12;0
AST001560;316.6;42.2;256.2;3.46;2.25;500.39
AST001561;256.6;14.9;212.6;11.6;7.2;206.53
AST001562;291.8;29.6;240.8;3.49;2.25;310.1
AST001563;257.3;15.8;205.9;11.67;7.2;222.02
AST001564;315.8;41.1;58.4;1.5;2.12;0
AST001565;328.9;29;255.7;3.56;2.25;375.54
AST001566;1221.5;67.5;1029.4;22.42;13.5;1829.71
AST001567;271;26.7;55.3;1.5;2.12;0
AST001568;196.8;11.7;160.7;7.18;4.5;142.65
AST001569;317.4;31.1;260.6;3.72;2.25;389.42
AST001571;309.6;30.4;255;3.27;2.25;372.43
AST001572;277.2;37.8;227.9;3.83;2.25;412.13
AST001574;205.3;19.9;165.1;7.19;4.5;102.11
AST001575;321;38.9;261.4;3.72;2.25;513.53
AST001576;156.4;23;120.1;0.54;0.45;235.1
AST001579;192.2;12.8;157.1;6.17;4.5;57.66
AST001580;274;20.4;217.4;9.62;7.2;364.59
AST001581;1211.2;147.6;1004.1;22.7;13.5;1881.16
AST001583;240.9;31;184.6;10.57;7.2;72.27
AST001584;306.9;44;232.7;3.04;2.25;423.04
AST001586;246.2;35.5;191.1;10.73;7.2;170.11
AST001587;290.9;22.3;225.3;3.51;2.25;638.28
AST001588;302.8;30.7;244.1;3.48;2.25;307.26
AST001589;228.2;18;190.2;11;7.2;244.8
AST001591;265.3;16.1;62.3;4.8;6.8;0
AST001592;298.1;23.2;248.1;3.51;2.25;89.43
AST001593;296;36.9;224.5;3.3;2.25;311.19
AST001595;182.1;9.3;139.3;6.09;4.5;183.78
AST001596;275.4;17.8;229.2;3.37;2.25;428.29
AST001597;308.6;23;247;3.78;2.25;343.8
AST001598;201.2;20.8;151.7;6.96;4.5;82.91
AST001599;1268.2;155;251.1;9;12.75;0
AST001600;1312.2;95.5;1077.9;22.4;13.5;1625.13
AST001601;183.8;14.9;143.3;7.04;4.5;138.4
AST001603;307.5;19.9;238.4;3.72;2.25;565.33
AST001605;263.9;36.8;47;4.8;6.8;0
AST001606;309;32.4;243.1;3.25;2.25;590.25
AST001607;295.2;21.5;245.1;3.76;2.25;433.66
AST001608;299.4;30.1;226.6;3.16;2.25;401.17
AST001609;314.8;28.6;241.5;3.52;2.25;448.1
AST001610;259.2;23.1;208.6;11.96;7.2;528.6
AST001611;287.4;15.2;238.2;3.39;2.25;428.85
AST001612;313.1;34.2;238.1;3.38;2.25;93.93
AST001613;184.1;18.1;150.4;7.31;4.5;167.09
AST001614;287.7;19.3;235.2;3.93;2.25;222.64
AST001615;1169.7;112.2;287.1;9;12.75;0
AST001616;209.4;11.9;169.5;5.77;4.5;111.99
AST001618;1226.4;89.5;189.5;9;12.75;0
AST001619;266.9;36.1;222.5;12.09;7.2;276.86
AST001620;231;17.9;186.9;12.42;7.2;164.3
AST001621;298.1;22;235.6;3.69;2.25;325.21
AST001622;303.8;17.3;250.9;3.48;2.25;444
AST001623;1086.8;82.2;889.7;20.66;13.5;996.25
AST001624;310.2;16.8;234;3.53;2.25;418.33
AST001625;1211;122.6;990.4;21.8;13.5;1917.34
AST001626;255.7;25.1;212.3;10.7;7.2;226.53
AST001627;207.2;23.1;170.1;7.48;4.5;122.38
AST001628;207.8;10.7;164.4;6.83;4.5;133.05
AST001629;249.1;12.8;188.7;13.02;7.2;552.58
AST001631;287.9;41.3;241.1;3.39;2.25;252.16
AST001633;233.7;15.6;179.9;12.14;7.2;212.06
AST001634;327.6;41.6;63.3;1.5;2.12;0
AST001636;185.1;13.2;147.6;6.78;4.5;120.44
AST001637;328.4;47.1;273;3.54;2.25;333.4
AST001638;1278.9;87.8;1045.3;26.33;13.5;1333.82
AST001639;258.3;38;211.7;11.51;7.2;217.44
AST001640;273.1;37.1;223.6;12.01;7.2;407.43
AST001641;312.9;24;248.6;3.37;2.25;406.86
AST001642;225.5;13.3;190.6;11.51;7.2;519.77
AST001643;203.3;29;168.3;5.98;4.5;149.84
AST001644;1283.9;158.1;988.7;24.1;13.5;957.21
AST001646;318;32.3;265.2;3.45;2.25;209.73
AST001648;276.6;22.1;210;3.68;2.25;206.79
AST001649;191.7;27.4;147.7;6.51;4.5;156.74
AST001651;153.7;11.6;123.8;0.54;0.45;260.34
AST001652;313.2;44.1;72.3;1.5;2.12;0
AST001654;183;9.6;155.3;7.4;4.5;179.85
AST001655;307;42.5;256.6;3.63;2.25;487.44
AST001656;1311.8;172.8;324.5;9;12.75;0
AST001657;315.8;41.1;254.4;3.53;2.25;385.19
AST001658;151.8;12.1;122.1;0.6;0.45;175.13
AST001659;243;26.2;189;10.07;7.2;209.29
AST001660;261.3;37.2;207.6;11.25;7.2;277.16
AST001662;305.2;41.5;60.7;1.5;2.12;0
AST001663;328.5;45.4;63.6;1.5;2.12;0
AST001664;294.2;28.2;64.2;1.5;2.12;0
AST001665;217.8;17.9;182.5;7.08;4.5;249.52
AST001666;291.5;24.7;237.9;3.44;2.25;410.52
AST001669;186.9;23.3;149.7;6.76;4.5;159.04
AST001670;304;15.4;252.5;3.33;2.25;319.72
AST001671;280.3;25.7;215.6;3.43;2.25;84.09
AST001672;226.4;14.6;183.1;10.38;7.2;456.01
AST001673;313.6;35.7;265.3;3.79;2.25;354.63
AST001674;144;13.8;28;0.3;0.42;0
AST001675;252.2;24.2;194.2;12.08;7.2;322.59
AST001676;311.6;26.9;244.5;3.91;2.25;287.24
AST001677;273.1;39;216.7;9.76;7.2;361.04
AST001678;320.9;39.4;252.3;3.77;2.25;577.47
AST001680;270.3;32.8;229.3;3.3;2.25;282.44
AST001681;270.2;26.9;216.7;12.47;7.2;252.47
AST001682;297.8;32.4;228.6;3.51;2.25;467.73
AST001683;270.4;39.6;208.8;3.4;2.25;477.18
AST001684;272.8;18.8;204.8;3.55;2.25;252.73
AST001685;261.7;14.6;209.9;11.12;7.2;279.69
AST001686;155.2;23;131.7;0.63;0.45;154.82
AST001687;320.2;32.2;255.3;3.67;2.25;408.83
AST001688;310.1;29.6;69.2;1.5;2.12;0
AST001689;1224.3;165.2;973.8;24.38;13.5;717.47
AST001690;1121.9;109.4;950.3;20.46;13.5;1814.46
AST001691;302;28.7;236.3;3.64;2.25;339.43
AST001692;313.6;34;57.4;1.5;2.12;0
AST001693;312.2;46.4;264.6;3.81;2.25;230.16
AST001694;281.2;17.6;236.5;3.43;2.25;171.3
AST001695;239;30.9;192.5;10.62;7.2;187.1
AST001696;1151;157;923.7;24.25;13.5;842.93
AST001697;273.3;25.7;213.8;3.22;2.25;178.84
AST001698;197.2;17;164.8;6.9;4.5;147.84
AST001699;254.6;24.3;213.8;11.77;7.2;338.55
AST001700;307.3;41.2;239.9;3.3;2.25;523.43
AST001701;324;47.6;59.8;1.5;2.12;0
AST001702;137.4;19.8;114.1;0.66;0.45;103.58
AST001704;292.3;24.5;243.6;3.52;2.25;240.34
AST001705;1235.8;63.2;272.1;9;12.75;0
AST001706;208;11.9;166.9;7.12;4.5;130.57
AST001707;283.2;41.4;51;1.5;2.12;0
AST001708;188.2;21.1;152.9;6.36;4.5;220.07
AST001710;1170.5;95.4;202.7;9;12.75;0
AST001711;305.8;45.4;48.7;1.5;2.12;0
AST001712;201;16.3;167.6;5.99;4.5;160.67
AST001713;301.8;32.8;226.4;3.69;2.25;220.32
AST001715;270.5;20.3;204;3.9;2.25;482.26
AST001717;137.8;8.3;109.6;0.64;0.45;41.34
AST001719;262.4;30.8;213;10.75;7.2;609.59
AST001720;1313.7;148.4;1006.4;25.3;13.5;1822.42
AST001722;274.2;31.9;209.6;12.16;7.2;418.01
AST001723;273.2;25.9;222.1;3.47;2.25;364.81
AST001724;216;25.8;46.5;3;4.25;0
AST001725;315.5;16;239.3;3.6;2.25;377.68
AST001728;245;32.2;206.7;12.13;7.2;229.85
AST001730;257;16.2;215.2;10.52;7.2;138.64
AST001732;251.7;34.5;51.9;4.8;6.8;0
AST001733;204.1;23.3;158.2;6.46;4.5;84.72
AST001734;245.9;36.9;58.3;4.8;6.8;0
AST001736;1124.5;69.3;955.8;26.22;13.5;1323.72
AST001737;303.6;43.4;250.7;3.23;2.25;376.65
AST001738;267.6;29.4;209.1;11.16;7.2;181.07
AST001739;323.8;19.9;245.2;3.62;2.25;265.54
AST001740;204.6;17.5;172.4;6.53;4.5;114.06
AST001742;243.2;33.7;194;10.71;7.2;292.98
AST001743;73.2;9;55.7;0.23;0.18;21.96
AST001744;189.9;17.3;150.2;6.56;4.5;186.34
AST001745;144.5;12.8;120.7;0.63;0.45;87.93
AST001746;283.3;39.7;217.1;3.39;2.25;250.38
AST001748;266.4;26.2;210.6;12.98;7.2;209.03
AST001749;291.8;17.2;235.1;3.57;2.25;184.83
AST001751;316.5;43.6;258.8;3.54;2.25;293.12
AST001752;135.8;8.3;27.9;0.3;0.42;0
AST001753;1177.3;115.7;933.2;22.27;13.5;1922.86
AST001754;239.9;34.2;186;10.61;7.2;296.31
AST001755;1140.7;82.5;967.8;23.24;13.5;2155.01
AST001758;233.7;14.7;39.7;4.8;6.8;0
AST001759;235.6;25.7;195.3;12.14;7.2;321.23
AST001760;293.9;37.8;224.6;3.4;2.25;170.09
AST001761;328.8;21;274.3;3.78;2.25;456.08
AST001762;79.3;9.2;17.7;0.12;0.17;0
AST001763;235.5;19.2;197;10.93;7.2;236.35
AST001765;206.2;26.9;163.6;7.35;4.5;210.99
AST001766;272.6;35.3;212.7;11.19;7.2;332.96
AST001767;226.9;22.4;186.6;11.4;7.2;155.52
AST001768;303.2;32.4;243.5;3.53;2.25;558.43
AST001769;1188.2;168.8;931.9;22.72;13.5;2029.43
AST001770;232;30.5;181.3;11.17;7.2;184.95
AST001771;235.7;20.8;53.8;4.8;6.8;0
AST001772;272.3;31.8;219.1;3.58;2.25;349.02
AST001774;286.7;42.9;219.7;3.02;2.25;499.42
AST001775;329.9;40;265.1;3.24;2.25;602.45
AST001776;1258;79.7;954.3;22.74;13.5;2305.95
AST001777;325.8;20.5;271.7;3.29;2.25;401.46
AST001778;1262.4;111.5;242.1;9;12.75;0
AST001779;1142;167.7;937;24.89;13.5;1019.99
AST001780;309.6;29.9;77.4;1.5;2.12;0
AST001781;249.9;24.6;54.7;4.8;6.8;0
AST001782;282.1;19.8;215.5;3.38;2.25;244.01
AST001783;285.9;39.3;216.4;3.95;2.25;535.83
AST001784;286.6;15;235.2;3.51;2.25;85.98
AST001785;299.4;35;232.7;3.53;2.25;274.03
AST001786;239.4;34.6;198.9;11.36;7.2;189.27
AST001787;241.9;18.8;202.4;11.69;7.2;112.69
AST001788;289.8;36.8;48.1;1.5;2.12;0
AST001790;140.5;21;29.6;0.3;0.42;0
AST001791;244.2;33.3;196.5;11.67;7.2;218.02
AST001792;234.3;25.4;189.2;10.22;7.2;194.24
AST001793;249.2;13.5;189.5;11.48;7.2;131.17
AST001794;261.8;25.7;56.4;4.8;6.8;0
AST001796;242.6;32.7;187.5;11.57;7.2;335.25
AST001797;328.8;29;255.3;3.76;2.25;369.11
AST001798;294.9;29.4;223.4;3.62;2.25;282.95
AST001799;269.3;29.1;213.9;12.95;7.2;212.38
AST001800;1238.4;103;245.4;9;12.75;0
AST001801;289.2;34.5;236.4;3.85;2.25;395.76
AST001802;183.7;15.9;137.8;5.69;4.5;153.46
AST001803;1279;91.4;226.6;9;12.75;0
AST001804;303.7;15.9;236.3;3.11;2.25;464.98
AST001805;229.5;15.9;174;11.49;7.2;191
AST001806;269.4;27.9;209.4;12.09;7.2;255.09
AST001809;311.4;32.3;244.9;3.65;2.25;542.47
AST001810;1164;154.1;230.9;9;12.75;0
AST001811;1284.3;190;996.9;19.47;13.5;385.29
AST001812;250.7;21.7;196.1;11.58;7.2;184.16
AST001815;187.7;15.4;157.2;6.57;4.5;83.29
AST001816;327;17;247.2;3.67;2.25;470.69
AST001817;270.8;30.9;213.3;3.81;2.25;534.09
AST001818;311.7;15.9;250;3.36;2.25;504.97
AST001819;1115;129.9;190.2;9;12.75;0
AST001820;301.5;44.6;250.8;3.3;2.25;270.27
AST001821;1292.9;169.4;1065.3;20.95;13.5;2227.41
AST001822;262;28;59.2;4.8;6.8;0
AST001823;232.2;21.3;196.1;11.03;7.2;69.66
AST001824;160.4;22.7;125.2;0.61;0.45;81.71
AST001825;1158.9;119.4;914.8;22.26;13.5;1026.23
AST001826;217.8;21.9;173.4;7.57;4.5;171.25
AST001827;315.6;42.1;245.2;3.51;2.25;510.7
AST001829;308.7;32.5;235;3.77;2.25;307.85
