asset_id;sale_date;sale_price;sale_channel;customer_type;warranty_months;shipping_cost;customer_satisfaction
AST002531;30/9/2020;844.61;Online_Marketplace;Enterprise;3;47.83;4.7
AST002537;6/7/2021;304.68;Direct_B2B;SMB;6;15.72;4.4
AST002538;26/1/2022;366.74;Direct_B2B;SMB;6;14.16;4.5
AST002541;2/5/2023;810.44;Online_Marketplace;Enterprise;6;15.69;4.9
AST002542;18/10/2024;778.96;Auction;SMB;6;17.05;5
AST002544;27/10/2022;1809.88;Retail_Partner;Enterprise;12;52.62;4.9
AST002546;19/7/2023;563.66;Direct_B2B;Education;12;15.19;5
AST002547;22/11/2020;125.19;Direct_B2B;Government;12;22.57;4.9
AST002548;30/8/2022;428.55;Direct_B2B;SMB;6;16.54;4.5
AST002549;29/4/2023;451.23;Online_Marketplace;SMB;6;20.06;4.9
AST002551;23/2/2021;331.89;Retail_Partner;SMB;6;14.92;4.6
AST002553;15/8/2021;465.41;Direct_B2B;Government;6;16.88;4.8
AST002556;25/6/2023;577.57;Direct_B2B;Government;12;13.69;4.9
AST002557;6/7/2023;525.63;Retail_Partner;Enterprise;12;21.17;5
AST002559;20/7/2023;629.12;Direct_B2B;Government;12;15.02;5
AST002560;27/1/2023;222.49;Auction;SMB;6;8.08;4.8
AST002561;23/12/2023;739.66;Auction;SMB;6;21.39;5
AST002563;13/8/2023;323.14;Export;SMB;12;8.85;5
AST002565;4/11/2021;486.59;Online_Marketplace;Government;6;17.57;4.5
AST002567;2/5/2022;394.25;Online_Marketplace;Education;6;23.46;5
AST002568;14/9/2022;579.25;Direct_B2B;SMB;12;13.95;5
AST002570;23/8/2022;230.34;Online_Marketplace;Education;6;10.76;4.9
AST002571;22/5/2023;520.6;Direct_B2B;Enterprise;12;17.8;4.8
AST002572;17/11/2023;765.48;Online_Marketplace;SMB;6;13.17;5
AST002573;22/7/2020;410.93;Online_Marketplace;Consumer;3;14.29;4.7
AST002575;29/8/2023;678.43;Direct_B2B;Enterprise;12;16.93;5
AST002576;2/5/2020;959.02;Direct_B2B;Enterprise;6;58.25;5
AST002577;30/10/2022;602.34;Retail_Partner;Education;6;15.7;4.8
AST002579;13/5/2023;226.83;Online_Marketplace;Government;6;11.85;5
AST002581;15/5/2022;220.65;Export;Enterprise;12;20.18;5
AST002584;8/10/2023;430.74;Direct_B2B;Enterprise;12;25.85;5
AST002587;22/4/2022;374.08;Online_Marketplace;Enterprise;6;28.8;5
AST002592;19/5/2023;659.3;Retail_Partner;Education;12;17.31;5
AST002593;19/6/2021;357.77;Export;Enterprise;6;14.66;4.8
AST002594;14/7/2020;892.17;Auction;Education;3;44.98;5
AST002595;10/6/2022;486.72;Auction;SMB;3;15.11;4.9
AST002597;18/7/2023;208.17;Direct_B2B;Enterprise;12;20.4;5
AST002599;28/7/2024;3183.42;Online_Marketplace;Education;6;59.67;5
AST002600;22/5/2023;740.8;Retail_Partner;Government;12;12.71;4.9
AST002601;30/6/2023;224.9;Direct_B2B;Government;12;18.91;4.8
AST002602;7/2/2024;708.58;Direct_B2B;Enterprise;12;12.46;5
AST002603;19/9/2022;467.23;Online_Marketplace;Enterprise;3;13.39;4
AST002604;7/3/2020;422.58;Direct_B2B;Enterprise;6;15.62;4.1
AST002606;26/3/2022;428.35;Online_Marketplace;Education;6;22.53;4.8
AST002609;1/3/2022;2123.86;Retail_Partner;Government;6;53.95;4.5
AST002611;20/8/2021;363.19;Auction;Enterprise;6;25.41;4.8
AST002614;23/8/2024;359.57;Direct_B2B;Enterprise;12;23.37;5
AST002615;25/6/2021;342.7;Direct_B2B;SMB;6;12.86;4.7
AST002617;1/2/2024;2596.59;Online_Marketplace;Education;6;50.18;5
AST002619;4/8/2023;645.49;Retail_Partner;Consumer;12;15.77;5
AST002620;20/1/2023;575.05;Online_Marketplace;Education;6;15.8;5
AST002621;30/8/2022;300.92;Auction;Enterprise;6;28.86;4.9
AST002623;20/3/2021;265.64;Direct_B2B;Enterprise;6;26.92;4.2
AST002625;7/10/2022;423.92;Export;SMB;12;12.53;5
AST002626;29/10/2020;266.59;Online_Marketplace;Enterprise;3;12.46;4.4
AST002629;18/5/2020;239.2;Online_Marketplace;Enterprise;3;12.41;4.9
AST002630;17/9/2022;433.63;Direct_B2B;Enterprise;12;13.58;5
AST002631;9/8/2021;189.52;Direct_B2B;Education;12;19.11;5
AST002632;24/2/2023;500.18;Retail_Partner;Enterprise;12;21.39;5
AST002634;28/8/2022;1375.7;Retail_Partner;Enterprise;12;46.1;5
AST002638;15/7/2021;249.58;Auction;SMB;3;27.62;5
AST002639;12/5/2024;628.65;Retail_Partner;Government;12;21.33;5
AST002640;22/5/2024;2539.26;Auction;SMB;6;45.68;4.8
AST002641;22/4/2021;375.1;Online_Marketplace;Education;6;29.71;5
AST002643;28/3/2022;312.76;Online_Marketplace;Enterprise;6;21.49;4.7
AST002644;18/6/2022;170.01;Online_Marketplace;SMB;6;20.64;5
AST002645;1/4/2020;156.44;Direct_B2B;Enterprise;12;23.22;4.9
AST002648;11/8/2021;423.37;Export;Government;6;17.36;5
AST002649;13/10/2022;769.8;Online_Marketplace;SMB;6;14.15;4.8
AST002650;19/6/2023;443.92;Retail_Partner;Enterprise;12;21.36;5
AST002651;27/4/2023;673.57;Online_Marketplace;Government;6;12.49;4.6
AST002652;4/6/2023;603.17;Direct_B2B;Enterprise;12;13;5
AST002654;30/5/2022;146.45;Retail_Partner;Enterprise;12;18.2;4.8
AST002656;3/12/2022;445.61;Retail_Partner;Education;12;7.99;4.9
AST002657;1/1/2022;375.54;Direct_B2B;Enterprise;12;27.56;4.7
AST002658;29/6/2020;278.34;Direct_B2B;SMB;6;12.66;4.9
AST002661;20/7/2021;409.38;Direct_B2B;Enterprise;12;17.5;5
AST002662;3/4/2021;210.4;Direct_B2B;Enterprise;6;9.64;4.6
AST002663;8/3/2023;1485.37;Online_Marketplace;Consumer;6;56.75;5
AST002664;1/9/2024;632.28;Direct_B2B;Enterprise;12;21.41;5
AST002666;12/8/2023;304.63;Direct_B2B;Consumer;12;9.19;4.7
AST002667;8/9/2023;491.71;Online_Marketplace;Enterprise;3;12.42;4.8
AST002668;30/10/2023;515.51;Direct_B2B;Government;12;6.65;5
AST002669;24/8/2024;498;Direct_B2B;Enterprise;12;24.5;5
AST002671;30/8/2021;218.43;Retail_Partner;Government;6;21.14;4.8
AST002672;13/7/2020;307.57;Online_Marketplace;Enterprise;6;23.98;5
AST002673;9/11/2022;356.88;Retail_Partner;Enterprise;12;11.65;4.9
AST002674;13/4/2022;362.97;Online_Marketplace;SMB;3;24.78;4.6
AST002675;21/7/2023;447.49;Direct_B2B;SMB;12;21.26;4.6
AST002676;31/3/2022;2021.69;Online_Marketplace;Enterprise;3;56.98;4.8
AST002677;17/6/2023;545.5;Online_Marketplace;Enterprise;6;17.36;4.7
AST002678;30/9/2023;2086.63;Direct_B2B;SMB;12;45;5
AST002679;13/5/2023;686.2;Retail_Partner;Enterprise;6;13.04;4.8
AST002680;22/1/2024;357.88;Retail_Partner;Consumer;12;16.1;4.6
AST002681;18/2/2023;311.2;Retail_Partner;SMB;12;24.88;4.6
AST002682;1/9/2022;1591;Export;Enterprise;12;46.07;5
AST002684;2/9/2023;367.18;Online_Marketplace;Enterprise;6;8.75;4.6
AST002686;3/11/2023;753.91;Direct_B2B;Enterprise;12;17.89;5
AST002687;13/3/2022;345.23;Export;Enterprise;12;29.01;5
AST002689;23/8/2023;302.28;Export;Enterprise;12;21.25;4.8
AST002693;1/9/2020;381.74;Online_Marketplace;Education;6;26.9;5
AST002694;14/9/2022;1806.42;Retail_Partner;Education;12;44.45;5
AST002695;19/5/2022;389.57;Auction;Education;3;22.45;4.5
AST002696;16/12/2022;176.64;Retail_Partner;Enterprise;12;20.97;5
AST002698;16/4/2022;631.4;Direct_B2B;Enterprise;6;12.69;4.6
AST002700;12/2/2022;1777.98;Online_Marketplace;Enterprise;6;50.31;4.5
AST002702;16/2/2023;301.54;Direct_B2B;Education;12;18.48;5
AST002703;3/6/2023;378.17;Online_Marketplace;Enterprise;6;24.05;5
AST002704;20/10/2023;642.45;Retail_Partner;SMB;12;21.94;5
AST002705;13/4/2023;467.35;Retail_Partner;Government;12;24.13;5
AST002707;4/1/2022;354.93;Online_Marketplace;Enterprise;6;28.57;4.7
AST002708;19/6/2023;340.38;Direct_B2B;SMB;12;10.15;4.7
AST002709;12/9/2022;464.96;Online_Marketplace;Education;6;13.85;4.8
AST002711;28/9/2022;2374.8;Direct_B2B;Enterprise;12;59.42;5
AST002712;5/11/2021;488.66;Direct_B2B;Enterprise;6;15.89;4.8
AST002713;9/6/2020;306.61;Auction;SMB;3;17.12;4.9
AST002714;8/11/2022;716.53;Direct_B2B;Enterprise;12;16.84;5
AST002715;8/5/2021;407.93;Direct_B2B;Education;12;29.53;5
AST002716;9/9/2023;633.45;Auction;Consumer;6;25.43;5
AST002717;26/5/2021;139.97;Online_Marketplace;SMB;3;8.52;4.4
AST002718;31/10/2021;384.36;Direct_B2B;Enterprise;6;12.9;5
AST002720;28/4/2021;261.09;Direct_B2B;SMB;12;21.42;5
AST002723;1/10/2023;684.69;Direct_B2B;SMB;12;21.64;4.9
AST002724;7/2/2022;497.74;Direct_B2B;Enterprise;12;13.47;5
AST002725;20/11/2021;137.22;Auction;Enterprise;3;23.85;4.6
AST002726;14/1/2024;698.08;Online_Marketplace;Education;6;7.91;4.8
AST002727;6/6/2024;3296.17;Export;Education;12;56.43;5
AST002728;22/5/2023;774.72;Retail_Partner;Enterprise;12;17.47;5
AST002730;6/11/2022;449.19;Direct_B2B;Consumer;12;25.52;4.9
AST002732;30/4/2022;487.29;Auction;Enterprise;6;14.56;4.9
AST002733;14/2/2020;153.38;Auction;SMB;3;16.73;4.7
AST002734;23/10/2021;139.22;Retail_Partner;Government;12;23.4;5
AST002738;16/7/2024;2112.17;Online_Marketplace;Education;6;51.84;5
AST002739;26/11/2020;414.45;Auction;Enterprise;3;14.78;4.9
AST002740;19/12/2021;350.82;Direct_B2B;SMB;6;13.46;4.8
AST002743;7/10/2022;395.96;Auction;Enterprise;6;26.69;4.7
AST002745;30/5/2022;269.86;Online_Marketplace;SMB;3;26.3;4.4
AST002747;28/8/2023;488.43;Online_Marketplace;Enterprise;6;14.38;5
AST002748;8/1/2023;638.83;Direct_B2B;Enterprise;12;12.81;5
AST002749;12/12/2023;435.57;Retail_Partner;Enterprise;12;22.33;4.8
AST002750;7/9/2020;281.26;Online_Marketplace;Enterprise;3;16.7;4
AST002752;17/12/2023;540.63;Auction;Enterprise;6;12.55;4.7
AST002753;14/3/2024;1897.06;Direct_B2B;SMB;12;48.99;5
AST002754;18/3/2023;2767.9;Online_Marketplace;Enterprise;6;52.95;5
AST002757;12/10/2020;266.72;Direct_B2B;Enterprise;6;14.99;4.2
AST002758;28/11/2023;524.87;Direct_B2B;Enterprise;12;22.47;5
AST002760;15/11/2021;458.55;Direct_B2B;Government;6;14.54;4.1
AST002762;1/11/2021;327.65;Auction;Enterprise;6;29.76;5
AST002763;1/1/2023;522.14;Online_Marketplace;Enterprise;6;15.58;4.6
AST002765;16/11/2020;1811.32;Online_Marketplace;Education;6;46.46;4.7
AST002767;24/8/2020;257.45;Direct_B2B;SMB;6;20.52;4.3
AST002768;5/8/2022;426.37;Retail_Partner;Enterprise;12;16.89;5
AST002769;9/8/2021;436.86;Online_Marketplace;Enterprise;3;17.22;4.4
AST002771;11/3/2022;137.66;Export;Enterprise;12;18.12;5
AST002772;17/8/2021;319.42;Direct_B2B;Education;12;23.1;5
AST002776;8/11/2023;472.82;Online_Marketplace;Government;6;22.84;4.9
AST002777;3/6/2023;257.53;Online_Marketplace;Education;6;17.92;5
AST002780;14/9/2024;774.91;Auction;Enterprise;6;13.47;5
AST002782;7/10/2020;1414.8;Export;SMB;12;40.04;4.9
AST002784;7/9/2024;700.09;Retail_Partner;Government;12;12.03;4.6
AST002785;7/7/2021;329.5;Online_Marketplace;Enterprise;6;22.5;5
AST002786;9/1/2023;1655.86;Export;Enterprise;12;45.54;5
AST002787;16/9/2020;209.88;Online_Marketplace;SMB;3;27.24;4.6
AST002788;14/8/2022;453.11;Export;Enterprise;12;25.75;5
AST002790;5/4/2021;187.52;Online_Marketplace;Education;3;8.73;4.8
AST002793;1/1/2022;471.62;Retail_Partner;SMB;12;17.1;5
AST002794;20/11/2020;445.49;Auction;SMB;3;15.48;5
AST002795;13/3/2020;1221.25;Auction;SMB;6;59.64;4.4
AST002796;31/7/2021;264.32;Export;SMB;12;28.2;5
AST002797;10/8/2024;821.91;Export;Enterprise;12;16.73;4.9
AST002798;25/9/2021;1416.92;Online_Marketplace;SMB;6;48.21;5
AST002799;20/8/2022;435.14;Retail_Partner;Education;12;13.43;4.7
AST002802;3/4/2023;369.24;Retail_Partner;Enterprise;12;28.37;4.8
AST002803;6/8/2023;456.18;Retail_Partner;Government;12;26.26;5
AST002804;31/10/2022;1706.06;Auction;SMB;6;43.16;4.9
AST002805;10/11/2021;277.17;Online_Marketplace;Government;6;27.51;4.7
AST002806;4/12/2022;209.39;Direct_B2B;Enterprise;6;19.57;4.7
AST002807;23/6/2022;401.73;Online_Marketplace;Enterprise;6;27.46;4.7
AST002808;29/7/2023;1890.32;Auction;Government;6;50.98;4.9
AST002809;15/1/2023;650.65;Retail_Partner;Education;6;16.45;4.4
AST002810;23/7/2020;138.08;Direct_B2B;SMB;6;20.94;4.4
AST002813;27/6/2021;244.35;Export;Enterprise;12;21.79;4.8
AST002814;22/5/2024;380.98;Export;Enterprise;12;10.22;5
AST002815;10/9/2021;232.68;Retail_Partner;Enterprise;6;26.99;3.9
AST002816;16/11/2023;693.76;Retail_Partner;SMB;12;12.04;5
AST002818;11/1/2024;254.97;Direct_B2B;Enterprise;12;22.96;4.5
AST002819;27/7/2021;392.26;Auction;SMB;3;12.02;4.7
AST002820;8/5/2023;489.2;Retail_Partner;Enterprise;12;17.76;4.7
AST002822;29/7/2022;299.19;Retail_Partner;Consumer;12;21.45;4.6
AST002823;30/8/2022;272.64;Direct_B2B;Enterprise;6;27.9;4.3
AST002826;8/1/2022;205.17;Direct_B2B;Consumer;12;21.53;4.9
AST002827;15/3/2022;382.85;Online_Marketplace;Education;6;21.51;5
AST002828;3/3/2020;192.91;Online_Marketplace;Enterprise;3;21.08;4.1
AST002830;11/2/2021;349.14;Direct_B2B;SMB;6;23.03;5
AST002831;10/9/2022;1998.86;Auction;Education;6;58.69;4.6
AST002832;27/10/2021;513.56;Online_Marketplace;SMB;3;12.2;4.9
AST002834;18/9/2022;331.19;Online_Marketplace;SMB;6;25.73;5
AST002836;8/9/2022;551.78;Direct_B2B;SMB;12;14.34;4.7
AST002838;31/7/2024;661.97;Direct_B2B;Government;12;28.71;5
AST002839;2/10/2024;317.1;Retail_Partner;SMB;12;23.18;5
AST002841;4/6/2023;2229.48;Direct_B2B;Enterprise;12;54.55;5
AST002844;21/11/2020;376.18;Direct_B2B;Enterprise;6;12.35;5
AST002846;30/8/2023;383.78;Export;SMB;12;15.74;5
AST002848;17/6/2022;433.21;Auction;Government;6;15.12;5
AST002850;21/10/2023;517.69;Direct_B2B;Enterprise;12;26;5
AST002851;9/7/2021;146.76;Retail_Partner;Enterprise;12;22.74;4.8
AST002852;1/2/2022;206.68;Direct_B2B;SMB;6;11.27;4.9
AST002853;5/3/2020;249.25;Online_Marketplace;Consumer;3;14.76;4.2
AST002854;8/5/2023;577.02;Direct_B2B;SMB;12;15.54;5
AST002857;15/6/2022;2111.7;Direct_B2B;Enterprise;12;44.56;5
AST002858;28/11/2021;571.73;Online_Marketplace;SMB;3;14.7;4.6
AST002859;4/6/2024;681.65;Retail_Partner;Consumer;12;16.85;5
AST002860;18/1/2023;440.18;Auction;Enterprise;6;8.66;4.5
AST002861;31/10/2024;400.29;Direct_B2B;SMB;12;9.85;5
AST002862;22/11/2022;1890.28;Retail_Partner;Education;12;46.58;4.9
AST002863;20/6/2023;778.54;Retail_Partner;Enterprise;12;17.72;5
AST002865;9/9/2022;145.42;Direct_B2B;Enterprise;12;16.1;5
AST002867;16/6/2021;415.11;Direct_B2B;Enterprise;6;14.3;4.3
AST002871;27/10/2023;692.72;Direct_B2B;Enterprise;12;13.28;4.4
AST002874;25/9/2022;397.81;Direct_B2B;SMB;12;23.55;5
AST002875;7/8/2022;1979.73;Direct_B2B;Enterprise;12;56.18;5
AST002877;7/8/2020;225.46;Direct_B2B;SMB;6;21.45;4.5
AST002879;12/10/2023;550.51;Direct_B2B;SMB;6;13.09;4.6
AST002881;24/9/2021;330;Export;Enterprise;12;17.37;4.7
AST002882;10/1/2021;244.07;Auction;Enterprise;3;16.34;4.2
AST002883;14/2/2023;466.06;Auction;Enterprise;6;21.75;4.5
AST002884;11/1/2022;248.26;Auction;Education;3;8;4.8
AST002885;25/3/2022;377.35;Direct_B2B;Enterprise;12;12.55;5
AST002886;11/4/2024;271.33;Direct_B2B;Enterprise;12;18.1;4.9
AST002887;30/7/2022;2177.92;Online_Marketplace;SMB;6;56.69;5
AST002888;8/6/2024;625.24;Direct_B2B;Enterprise;12;28.32;4.6
AST002889;8/4/2022;330.44;Auction;Enterprise;6;22.65;4.6
AST002890;29/5/2020;241.12;Direct_B2B;Enterprise;6;14.2;4.4
AST002891;7/7/2022;351.56;Auction;Enterprise;3;7.49;4.1
AST002892;23/1/2023;2339.19;Retail_Partner;Government;12;40.8;5
AST002894;17/2/2023;476.87;Direct_B2B;Consumer;12;14.14;4.5
AST002895;5/10/2022;499.71;Retail_Partner;SMB;6;16.49;5
AST002896;10/1/2022;473.08;Direct_B2B;SMB;12;28.75;4.9
AST002899;18/5/2023;2053.96;Direct_B2B;Consumer;6;53.25;5
AST002900;12/8/2022;159.82;Auction;SMB;6;18.17;5
AST002901;22/7/2022;282.28;Direct_B2B;Government;12;9.15;5
AST002905;1/7/2022;505.96;Online_Marketplace;SMB;6;17.59;4.6
AST002907;16/4/2023;287.57;Direct_B2B;Enterprise;12;21.69;5
AST002908;12/7/2021;129.12;Retail_Partner;Consumer;12;20.65;5
AST002911;27/3/2023;2517.43;Online_Marketplace;Government;6;45.2;5
AST002912;2/9/2022;1846.89;Retail_Partner;Education;12;52.17;4.9
AST002913;5/10/2023;737.09;Direct_B2B;Enterprise;12;26.67;5
AST002914;30/7/2024;3585.18;Online_Marketplace;Enterprise;6;43.62;5
AST002915;29/2/2024;603;Direct_B2B;Enterprise;12;16.14;4.9
AST002919;24/3/2022;383.61;Export;SMB;6;16.92;4.9
AST002920;16/8/2023;636.54;Direct_B2B;Enterprise;12;25.39;4.9
AST002921;31/5/2023;665.77;Auction;SMB;6;17.84;5
AST002922;28/5/2024;792.59;Direct_B2B;Education;12;16.6;5
AST002923;3/1/2022;444.29;Export;Enterprise;6;12.74;5
AST002925;18/1/2022;531.94;Online_Marketplace;Enterprise;3;15.13;5
AST002926;30/8/2024;703.62;Direct_B2B;Education;12;15.01;5
AST002927;4/11/2022;471.78;Export;Enterprise;12;17.17;5
AST002928;29/9/2020;176.23;Direct_B2B;SMB;12;23.45;4.9
AST002931;7/8/2023;746.61;Online_Marketplace;SMB;6;16.26;5
AST002932;28/4/2021;1350.35;Export;SMB;6;50.68;4.6
AST002933;20/1/2024;686.15;Online_Marketplace;Enterprise;6;17.45;5
AST002934;11/9/2022;574.6;Online_Marketplace;Education;3;13.66;4.8
AST002936;25/4/2022;222.28;Online_Marketplace;SMB;3;8.77;4.6
AST002938;11/4/2024;355.54;Direct_B2B;Education;12;26.04;5
AST002939;24/10/2022;599.72;Online_Marketplace;SMB;6;12.69;5
AST002940;1/7/2020;1338.61;Online_Marketplace;Enterprise;6;48.71;5
AST002941;31/10/2022;660.38;Direct_B2B;Government;12;13.98;5
AST002942;15/7/2022;498.89;Direct_B2B;Education;12;14.45;5
AST002945;4/8/2022;1824.79;Auction;Enterprise;6;45.43;4.5
AST002946;19/5/2023;534.89;Online_Marketplace;Enterprise;6;15.89;4.8
AST002947;21/12/2021;2418.87;Retail_Partner;Enterprise;12;54.92;4.9
AST002948;9/8/2024;823.38;Export;Consumer;12;14.87;5
AST002950;22/7/2021;153.13;Online_Marketplace;Education;3;19.57;4.9
AST002951;30/12/2021;1800.47;Online_Marketplace;SMB;6;54.18;5
AST002952;18/9/2023;3625.7;Online_Marketplace;SMB;6;50.85;4.8
AST002954;8/2/2020;194.07;Online_Marketplace;Education;3;27.72;4.1
AST002955;7/5/2024;2374.41;Retail_Partner;Enterprise;12;43.2;4.9
AST002956;26/12/2021;233.97;Auction;SMB;3;26.61;4.6
AST002957;4/4/2020;182.03;Auction;Enterprise;3;29.15;4.5
AST002960;19/8/2022;461.06;Direct_B2B;SMB;12;20.1;5
AST002961;1/7/2020;121.26;Direct_B2B;Education;12;22.45;4.9
AST002962;26/6/2024;453.47;Direct_B2B;Enterprise;6;8.7;4.8
AST002963;20/7/2021;404.21;Online_Marketplace;SMB;3;16.9;5
AST002964;1/11/2020;321.95;Auction;Government;3;29.57;4.5
AST002965;8/10/2024;393.06;Online_Marketplace;Consumer;6;25.48;5
AST002966;4/10/2021;2091.28;Auction;Education;6;49.72;4.8
AST002967;4/8/2022;553.63;Direct_B2B;Enterprise;12;16.14;5
AST002968;5/1/2023;474.48;Direct_B2B;Education;12;20.66;4.8
AST002969;8/9/2021;455.87;Direct_B2B;Enterprise;6;13.58;4.7
AST002970;29/8/2020;270;Retail_Partner;Education;6;14.71;4.9
AST002971;8/3/2022;1364.95;Export;Enterprise;6;45.94;5
AST002972;23/4/2021;466.1;Direct_B2B;Government;6;16.64;4.9
AST002973;24/11/2020;371.13;Auction;Enterprise;3;16.53;5
AST002975;4/4/2022;1827.81;Direct_B2B;Enterprise;12;54.67;5
AST002977;8/8/2023;486.13;Auction;SMB;6;17.18;4.6
AST002978;6/1/2022;374.68;Auction;Enterprise;6;26.42;5
AST002979;5/8/2020;403.28;Direct_B2B;Enterprise;6;13.25;4.7
AST002980;24/1/2024;557.32;Direct_B2B;SMB;12;17.61;4.7
AST002981;2/12/2023;687.22;Direct_B2B;Enterprise;12;14.72;5
AST002983;4/7/2023;436.09;Online_Marketplace;Enterprise;6;29.29;5
AST002987;5/10/2020;133.68;Retail_Partner;SMB;12;22.07;5
AST002989;19/11/2024;874.69;Export;Enterprise;12;16.32;5
AST002990;6/5/2020;332.64;Retail_Partner;Enterprise;6;14.36;4.6
AST002991;25/8/2022;497.66;Auction;Enterprise;3;15.97;4.8
AST002992;19/10/2020;439.01;Online_Marketplace;SMB;3;14.85;4.4
AST002994;11/1/2022;324.66;Retail_Partner;Government;6;10.11;5
AST002995;13/8/2022;225.4;Retail_Partner;Enterprise;12;23.97;5
AST002997;30/9/2023;411.78;Direct_B2B;Consumer;12;8.41;5
AST002999;4/8/2022;443.34;Direct_B2B;Enterprise;12;17.63;5
AST003001;22/10/2021;526.9;Direct_B2B;Education;6;16.11;4.5
AST003003;21/7/2024;591.37;Direct_B2B;SMB;12;27.6;5
AST003004;2/9/2022;738.43;Direct_B2B;Enterprise;12;12.68;4.8
AST003005;11/4/2022;551.4;Online_Marketplace;Government;6;14.58;5
AST003007;19/1/2021;452.16;Direct_B2B;SMB;6;12.73;4.3
AST003008;23/2/2023;2224.04;Direct_B2B;Consumer;12;45.7;4.9
AST003009;3/5/2021;1580.45;Retail_Partner;Education;12;59.99;5
AST003010;31/7/2022;338.61;Direct_B2B;Enterprise;12;27.18;4.5
AST003011;28/7/2022;389.77;Export;SMB;12;26.04;5
AST003013;15/4/2023;501.06;Auction;Enterprise;6;25.75;5
AST003015;9/4/2022;360.02;Retail_Partner;SMB;6;11.98;4.7
AST003021;15/9/2024;1070.8;Online_Marketplace;Enterprise;6;13.59;5
AST003022;23/3/2023;681.3;Direct_B2B;Education;12;12.15;5
AST003024;4/10/2023;613.59;Direct_B2B;Enterprise;6;16.96;5
AST003025;26/4/2021;118.2;Retail_Partner;Enterprise;12;20.59;5
AST003026;9/11/2021;171.84;Auction;Enterprise;3;8.32;4.6
AST003030;30/5/2024;367.65;Online_Marketplace;Enterprise;6;20.31;4.9
AST003032;10/10/2021;239.15;Direct_B2B;Education;12;21.68;4.9
AST003034;22/4/2024;645.63;Online_Marketplace;SMB;6;23.73;5
AST003035;24/6/2020;341.29;Online_Marketplace;SMB;3;12.53;4.4
AST003037;7/9/2021;347.24;Online_Marketplace;Education;3;16.94;4.8
AST003038;4/2/2022;359.31;Direct_B2B;Government;12;14.1;4.5
AST003039;27/7/2023;559.83;Direct_B2B;SMB;12;17.69;5
AST003040;29/6/2020;272.65;Direct_B2B;Enterprise;6;17.11;4.9
AST003042;17/7/2024;565.47;Direct_B2B;Government;12;27.99;4.9
AST003043;10/10/2022;620.86;Direct_B2B;SMB;12;17.65;5
AST003044;22/9/2022;555.48;Retail_Partner;SMB;6;12.73;4.3
AST003045;28/4/2021;371.07;Direct_B2B;Enterprise;12;16.17;5
AST003047;30/7/2022;548.87;Direct_B2B;Enterprise;12;17.48;4.7
AST003048;13/5/2020;227.08;Retail_Partner;Enterprise;6;17.37;4.5
AST003049;8/3/2022;331.39;Retail_Partner;SMB;6;13.93;4.9
AST003051;13/2/2021;262.03;Online_Marketplace;Education;3;21.12;4.3
AST003052;7/5/2023;413.5;Direct_B2B;Enterprise;12;28.86;5
AST003053;19/7/2022;320.43;Retail_Partner;Enterprise;6;8.38;4.3
AST003054;20/5/2023;845.58;Direct_B2B;SMB;12;13.54;5
AST003055;2/12/2022;415.5;Retail_Partner;Enterprise;6;13.26;3.9
AST003056;12/8/2021;259.44;Online_Marketplace;Enterprise;6;27.39;5
AST003057;4/7/2022;536.39;Retail_Partner;SMB;12;14.68;5
AST003060;31/5/2022;672.43;Direct_B2B;Enterprise;12;12.22;5
AST003062;22/4/2021;1110.66;Online_Marketplace;Enterprise;6;47.92;4.7
AST003063;21/5/2024;485.16;Export;Enterprise;12;8.44;5
AST003064;24/7/2023;322.31;Retail_Partner;Consumer;12;7.02;4.9
AST003067;27/2/2022;466.65;Direct_B2B;Enterprise;12;27.65;5
AST003068;18/3/2023;421.39;Online_Marketplace;Enterprise;6;15.73;5
AST003069;3/3/2023;352.27;Online_Marketplace;Enterprise;6;10.51;4.7
AST003071;18/8/2022;285.49;Auction;Consumer;3;22.19;4.1
AST003073;26/1/2024;637.02;Retail_Partner;SMB;12;16.07;5
AST003074;3/4/2022;458.85;Direct_B2B;SMB;12;24.67;5
AST003075;2/7/2020;333.96;Retail_Partner;SMB;12;26.45;4.9
AST003076;27/7/2021;233.22;Auction;Enterprise;6;20.43;4.5
AST003077;17/6/2022;338.75;Retail_Partner;Education;12;20.03;4.7
AST003078;1/3/2024;739.01;Online_Marketplace;Government;6;13.34;4.8
AST003079;6/2/2021;320.36;Auction;Enterprise;3;17.16;5
AST003080;9/8/2022;402.51;Direct_B2B;Education;12;28.67;5
AST003085;21/8/2022;329.09;Direct_B2B;Enterprise;12;25.39;5
AST003088;2/6/2024;399.95;Online_Marketplace;Enterprise;6;10.45;5
AST003089;9/1/2023;2660.32;Direct_B2B;Enterprise;12;43.63;5
AST003090;25/6/2024;431.54;Direct_B2B;SMB;12;20.4;5
AST003092;16/8/2021;297.81;Online_Marketplace;SMB;3;25.67;4.5
AST003094;1/9/2020;254.15;Online_Marketplace;SMB;3;15.2;4.3
AST003097;16/8/2021;131.77;Retail_Partner;Enterprise;6;22.46;4.5
AST003098;9/11/2023;612.34;Direct_B2B;SMB;12;14.65;4.7
AST003101;28/11/2020;1734.54;Online_Marketplace;Enterprise;6;49.46;4.9
AST003104;20/9/2022;192.55;Online_Marketplace;Education;6;17.81;5
AST003105;14/3/2020;254.04;Online_Marketplace;Enterprise;3;16.75;3.9
