asset_id,equipment_type,region,carbon_savings_kg,lifecycle_extension_years,refurbishment_success
ITAD-004089,Laptop,North America,175.35,2.76,True
ITAD-004090,Smartphone,Europe,52.21,2.04,True
ITAD-004091,Server,Middle East & Africa,1042.53,1.93,True
ITAD-004092,Laptop,Europe,205.5,3.02,True
ITAD-004093,Monitor,North America,210.72,2.08,True
ITAD-004094,Monitor,Europe,172.57,3.03,True
ITAD-004095,Printer,North America,57.09,0.0,False
ITAD-004096,Desktop,North America,382.49,2.51,True
ITAD-004097,Monitor,Asia Pacific,33.25,0.0,False
ITAD-004098,Desktop,Europe,82.49,0.0,False
ITAD-004099,Printer,Latin America,247.1,2.41,False
ITAD-004100,Desktop,North America,70.17,0.0,False
ITAD-004101,Tablet,North America,46.89,1.96,True
ITAD-004102,Monitor,Asia Pacific,193.57,1.79,True
ITAD-004103,Smartphone,Latin America,38.88,0.9,False
ITAD-004104,Server,Europe,780.75,1.02,False
ITAD-004105,Desktop,Asia Pacific,483.94,2.8,True
ITAD-004106,Desktop,Europe,384.56,1.05,False
ITAD-004107,Monitor,Europe,197.56,2.07,True
ITAD-004108,Server,North America,749.73,3.31,True
ITAD-004109,Server,North America,918.81,1.63,False
ITAD-004110,Tablet,North America,93.79,1.45,False
ITAD-004111,Monitor,Asia Pacific,128.04,3.18,True
ITAD-004112,Tablet,Europe,17.25,0.0,False
ITAD-004113,Server,North America,153.94,0.0,False
ITAD-004114,Desktop,Europe,313.56,2.59,True
ITAD-004115,Smartphone,Asia Pacific,7.4,0.0,False
ITAD-004116,Monitor,Asia Pacific,148.24,2.24,True
ITAD-004117,Monitor,Europe,150.0,0.54,False
ITAD-004118,Laptop,Latin America,281.69,2.55,True
ITAD-004119,Smartphone,Asia Pacific,67.08,2.46,True
ITAD-004120,Monitor,Asia Pacific,186.41,2.92,True
ITAD-004121,Laptop,Latin America,278.66,0.9,False
ITAD-004122,Server,North America,1230.93,2.54,True
ITAD-004123,Printer,North America,311.83,2.57,True
ITAD-004124,Smartphone,Asia Pacific,47.55,2.61,True
ITAD-004125,Smartphone,Europe,61.75,2.1,True
ITAD-004126,Tablet,Europe,74.63,1.56,True
ITAD-004127,Smartphone,Asia Pacific,23.81,1.73,True
ITAD-004128,Server,Europe,715.5,2.37,True
ITAD-004129,Desktop,Asia Pacific,325.65,3.46,True
ITAD-004130,Laptop,Asia Pacific,193.52,1.79,True
ITAD-004131,Server,North America,1196.75,2.62,True
ITAD-004132,Desktop,North America,317.14,2.43,True
ITAD-004133,Printer,North America,321.1,2.28,True
ITAD-004134,Printer,North America,241.44,1.54,True
ITAD-004135,Laptop,Latin America,219.97,3.02,True
ITAD-004136,Tablet,North America,45.96,3.3,True
ITAD-004137,Server,Asia Pacific,1015.33,3.13,True
ITAD-004138,Tablet,Europe,45.09,0.6,False
ITAD-004139,Printer,Latin America,306.89,1.78,True
ITAD-004140,Monitor,North America,230.4,2.62,True
ITAD-004141,Server,North America,781.03,2.82,True
ITAD-004142,Desktop,Europe,478.86,1.81,True
ITAD-004143,Desktop,Asia Pacific,350.92,2.16,True
ITAD-004144,Monitor,North America,254.08,1.07,False
ITAD-004145,Monitor,Asia Pacific,193.24,1.88,True
ITAD-004146,Printer,Latin America,244.11,1.66,True
ITAD-004147,Monitor,Latin America,183.77,2.3,True
ITAD-004148,Printer,Asia Pacific,217.21,1.81,True
ITAD-004149,Desktop,Latin America,290.01,2.38,True
ITAD-004150,Monitor,Asia Pacific,25.92,0.0,False
ITAD-004151,Desktop,Middle East & Africa,326.89,1.61,True
ITAD-004152,Monitor,North America,244.85,3.24,True
ITAD-004153,Tablet,Middle East & Africa,70.14,2.35,False
ITAD-004154,Desktop,North America,315.56,3.04,True
ITAD-004155,Monitor,Asia Pacific,215.02,1.33,False
ITAD-004156,Printer,Asia Pacific,143.8,3.44,True
ITAD-004157,Server,Asia Pacific,804.24,2.38,True
ITAD-004158,Monitor,Europe,207.89,2.11,True
ITAD-004159,Printer,Europe,151.1,3.47,True
ITAD-004160,Printer,Europe,268.46,0.84,False
ITAD-004161,Printer,Europe,172.19,3.11,True
ITAD-004162,Monitor,Asia Pacific,247.28,2.83,True
ITAD-004163,Smartphone,Asia Pacific,55.17,0.64,False
ITAD-004164,Monitor,North America,180.62,1.73,True
ITAD-004165,Server,Asia Pacific,1112.36,1.97,True
ITAD-004166,Laptop,North America,200.15,3.33,True
ITAD-004167,Server,Europe,819.64,2.02,True
ITAD-004168,Printer,Middle East & Africa,244.32,2.57,True
ITAD-004169,Laptop,North America,335.84,1.99,True
ITAD-004170,Tablet,Asia Pacific,53.9,1.45,False
ITAD-004171,Laptop,Europe,57.83,0.0,False
ITAD-004172,Smartphone,North America,31.59,3.38,True
ITAD-004173,Smartphone,Europe,47.03,1.34,False
ITAD-004174,Tablet,Europe,81.53,1.51,True
ITAD-004175,Smartphone,Europe,19.32,1.65,True
ITAD-004176,Desktop,Asia Pacific,406.2,0.79,False
ITAD-004177,Monitor,Asia Pacific,241.4,1.24,False
ITAD-004178,Server,North America,1139.33,1.65,True
ITAD-004179,Tablet,Europe,92.43,1.59,True
ITAD-004180,Desktop,Latin America,344.45,2.01,True
ITAD-004181,Laptop,Europe,286.17,3.12,True
ITAD-004182,Tablet,Asia Pacific,48.58,2.25,True
ITAD-004183,Printer,North America,238.98,3.28,True
ITAD-004184,Desktop,North America,491.47,0.68,False
ITAD-004185,Server,Asia Pacific,820.88,2.1,True
ITAD-004186,Smartphone,North America,30.76,3.22,True
ITAD-004187,Laptop,Europe,276.91,1.91,True
ITAD-004188,Printer,North America,306.42,1.54,True
ITAD-004189,Laptop,North America,42.83,0.0,False
ITAD-004190,Printer,North America,241.26,3.34,True
ITAD-004191,Desktop,Asia Pacific,434.87,1.46,False
ITAD-004192,Laptop,North America,234.73,1.73,True
ITAD-004193,Tablet,North America,100.51,2.77,True
ITAD-004194,Printer,Asia Pacific,216.9,3.17,True
ITAD-004195,Server,North America,1005.41,2.67,True
ITAD-004196,Monitor,Asia Pacific,231.03,1.8,True
ITAD-004197,Tablet,North America,10.78,0.0,False
ITAD-004198,Laptop,Latin America,247.18,2.69,True
ITAD-004199,Smartphone,Europe,5.63,0.0,False
ITAD-004200,Laptop,Europe,181.16,1.9,True
ITAD-004201,Server,Middle East & Africa,764.99,3.29,True
ITAD-004202,Server,Asia Pacific,903.94,1.22,False
ITAD-004203,Server,Europe,1014.7,2.48,True
ITAD-004204,Desktop,Europe,418.83,1.35,False
ITAD-004205,Tablet,Latin America,60.97,1.65,True
ITAD-004206,Printer,Europe,191.55,1.75,True
ITAD-004207,Laptop,Asia Pacific,48.12,0.0,False
ITAD-004208,Monitor,Asia Pacific,132.37,2.08,True
ITAD-004209,Laptop,Latin America,55.19,0.0,False
ITAD-004210,Desktop,Europe,341.49,1.9,True
ITAD-004211,Desktop,Latin America,386.27,1.23,False
ITAD-004212,Monitor,Asia Pacific,208.97,3.35,True
ITAD-004213,Tablet,Asia Pacific,56.0,3.26,True
ITAD-004214,Monitor,Asia Pacific,134.46,2.75,True
ITAD-004215,Monitor,North America,211.16,3.5,True
ITAD-004216,Monitor,North America,241.53,2.37,False
ITAD-004217,Server,Europe,865.52,1.3,False
ITAD-004218,Smartphone,Europe,10.98,0.0,False
ITAD-004219,Laptop,Europe,249.53,3.39,True
ITAD-004220,Printer,Asia Pacific,124.19,1.53,True
ITAD-004221,Tablet,North America,58.66,2.21,True
ITAD-004222,Desktop,North America,63.23,0.0,False
ITAD-004223,Server,Asia Pacific,903.85,1.1,False
ITAD-004224,Monitor,Europe,38.7,0.0,False
ITAD-004225,Tablet,Asia Pacific,49.26,3.02,True
ITAD-004226,Monitor,North America,40.7,0.0,False
ITAD-004227,Tablet,Europe,66.59,0.75,False
ITAD-004228,Server,Europe,764.39,1.62,True
ITAD-004229,Laptop,North America,35.39,0.0,False
ITAD-004230,Printer,Asia Pacific,129.98,2.35,True
ITAD-004231,Server,Europe,1176.29,1.8,False
ITAD-004232,Printer,Europe,299.6,2.26,True
ITAD-004233,Desktop,Europe,386.09,1.59,True
ITAD-004234,Server,Asia Pacific,932.04,1.6,True
ITAD-004235,Printer,Asia Pacific,34.58,0.0,False
ITAD-004236,Monitor,North America,247.24,0.68,False
ITAD-004237,Tablet,North America,89.68,1.84,True
ITAD-004238,Smartphone,Europe,4.03,0.0,False
ITAD-004239,Printer,North America,192.35,2.35,True
ITAD-004240,Tablet,Europe,42.78,2.06,True
ITAD-004241,Monitor,North America,164.7,2.38,False
ITAD-004242,Server,Asia Pacific,967.71,1.27,False
ITAD-004243,Smartphone,Europe,29.71,2.89,True
ITAD-004244,Server,North America,888.16,1.95,True
ITAD-004245,Desktop,North America,320.4,1.35,False
ITAD-004246,Server,Asia Pacific,209.0,0.0,False
ITAD-004247,Monitor,Europe,40.5,0.0,False
ITAD-004248,Monitor,North America,218.13,3.23,True
ITAD-004249,Monitor,North America,225.57,1.75,True
ITAD-004250,Desktop,North America,389.68,1.54,True
ITAD-004251,Printer,Middle East & Africa,188.5,3.12,True
ITAD-004252,Server,Asia Pacific,920.46,2.55,True
ITAD-004253,Desktop,North America,392.74,1.31,False
ITAD-004254,Smartphone,Europe,42.42,1.7,True
ITAD-004255,Tablet,Asia Pacific,57.98,1.27,False
ITAD-004256,Printer,North America,57.63,0.0,False
ITAD-004257,Printer,Europe,253.76,3.42,True
ITAD-004258,Desktop,Europe,447.18,1.98,True
ITAD-004259,Tablet,North America,9.82,0.0,False
ITAD-004260,Laptop,North America,307.77,1.97,True
ITAD-004261,Server,North America,998.17,2.94,True
ITAD-004262,Smartphone,North America,4.59,0.0,False
ITAD-004263,Laptop,Asia Pacific,325.05,1.37,False
ITAD-004264,Desktop,North America,411.15,0.79,False
ITAD-004265,Monitor,North America,247.54,2.54,True
ITAD-004266,Smartphone,Europe,3.69,0.0,False
ITAD-004267,Printer,Asia Pacific,190.99,1.69,True
ITAD-004268,Smartphone,North America,24.45,1.6,True
ITAD-004269,Smartphone,North America,40.81,1.34,False
ITAD-004270,Server,North America,1034.39,3.08,True
ITAD-004271,Smartphone,Asia Pacific,26.19,2.51,True
ITAD-004272,Monitor,Europe,196.78,1.42,False
ITAD-004273,Desktop,Europe,337.01,3.12,True
ITAD-004274,Smartphone,North America,11.41,0.0,False
ITAD-004275,Server,North America,997.42,3.12,True
ITAD-004276,Desktop,North America,393.44,1.81,True
ITAD-004277,Laptop,Asia Pacific,284.67,1.33,False
ITAD-004278,Smartphone,North America,60.25,3.47,True
ITAD-004279,Desktop,Asia Pacific,456.46,3.2,True
ITAD-004280,Server,North America,1017.22,2.09,True
ITAD-004281,Server,Europe,870.67,1.79,True
ITAD-004282,Tablet,Europe,81.63,0.85,False
ITAD-004283,Tablet,North America,59.68,2.23,False
ITAD-004284,Tablet,North America,101.81,0.52,False
ITAD-004285,Desktop,Asia Pacific,442.75,1.93,True
ITAD-004286,Tablet,Europe,93.37,3.22,True
ITAD-004287,Laptop,Asia Pacific,299.17,3.05,True
ITAD-004288,Monitor,North America,154.48,2.75,True
ITAD-004289,Smartphone,Europe,9.79,0.0,False
ITAD-004290,Monitor,North America,173.7,1.26,False
ITAD-004291,Tablet,Europe,75.36,1.83,True
ITAD-004292,Smartphone,North America,61.99,3.33,True
ITAD-004293,Monitor,Asia Pacific,151.15,3.4,True
ITAD-004294,Server,North America,938.14,2.97,True
ITAD-004295,Monitor,Asia Pacific,202.77,1.55,True
ITAD-004296,Smartphone,Latin America,54.3,2.13,False
ITAD-004297,Laptop,Middle East & Africa,220.58,3.04,True
ITAD-004298,Laptop,North America,338.01,0.81,False
ITAD-004299,Monitor,Asia Pacific,153.27,2.17,True
ITAD-004300,Tablet,Asia Pacific,63.69,1.79,False
ITAD-004301,Monitor,North America,167.41,0.52,False
ITAD-004302,Tablet,Asia Pacific,64.31,1.34,False
ITAD-004303,Monitor,North America,227.81,2.22,True
ITAD-004304,Desktop,Asia Pacific,480.36,2.04,True
ITAD-004305,Server,Europe,686.1,2.61,True
ITAD-004306,Smartphone,Middle East & Africa,4.35,0.0,False
ITAD-004307,Desktop,North America,372.48,1.66,True
ITAD-004308,Laptop,North America,209.03,1.89,True
ITAD-004309,Tablet,Asia Pacific,9.77,0.0,False
ITAD-004310,Desktop,North America,461.09,3.12,True
ITAD-004311,Server,North America,1073.03,2.72,True
ITAD-004312,Tablet,Europe,63.8,3.16,True
ITAD-004313,Tablet,Asia Pacific,92.73,0.58,False
ITAD-004314,Laptop,North America,288.4,2.34,True
ITAD-004315,Desktop,Latin America,290.8,2.74,True
ITAD-004316,Monitor,Middle East & Africa,205.43,1.59,True
ITAD-004317,Laptop,Asia Pacific,47.87,0.0,False
ITAD-004318,Monitor,North America,126.79,1.52,True
ITAD-004319,Server,Europe,1159.19,1.43,False
ITAD-004320,Monitor,Europe,210.75,2.2,True
ITAD-004321,Desktop,North America,461.86,1.16,False
ITAD-004322,Printer,North America,257.9,3.06,True
ITAD-004323,Printer,North America,213.47,3.01,True
ITAD-004324,Server,Asia Pacific,819.49,2.48,True
ITAD-004325,Smartphone,North America,35.65,2.76,True
ITAD-004326,Laptop,Middle East & Africa,290.75,2.77,True
ITAD-004327,Smartphone,Europe,31.24,1.7,True
ITAD-004328,Printer,North America,234.05,1.06,False
ITAD-004329,Tablet,North America,52.29,1.74,True
ITAD-004330,Printer,Latin America,181.72,1.55,True
ITAD-004331,Laptop,Europe,192.67,1.15,False
ITAD-004332,Laptop,Latin America,320.33,3.16,True
ITAD-004333,Printer,Asia Pacific,292.19,3.37,True
ITAD-004334,Desktop,Asia Pacific,406.38,1.62,True
ITAD-004335,Server,Middle East & Africa,702.05,3.42,True
ITAD-004336,Tablet,Asia Pacific,82.21,2.43,True
ITAD-004337,Tablet,Europe,13.06,0.0,False
ITAD-004338,Laptop,Latin America,222.67,1.86,True
ITAD-004339,Printer,Asia Pacific,291.33,0.95,False
ITAD-004340,Printer,North America,230.74,3.03,True
ITAD-004341,Laptop,Europe,301.75,2.9,True
ITAD-004342,Monitor,Asia Pacific,169.62,2.89,True
ITAD-004343,Server,Asia Pacific,1098.4,3.37,True
ITAD-004344,Printer,North America,55.06,0.0,False
ITAD-004345,Smartphone,Asia Pacific,32.36,3.47,True
ITAD-004346,Monitor,North America,131.15,2.17,True
ITAD-004347,Printer,Europe,42.54,0.0,False
ITAD-004348,Smartphone,Asia Pacific,26.02,1.6,True
ITAD-004349,Desktop,North America,284.38,2.43,True
ITAD-004350,Laptop,Asia Pacific,260.03,2.41,True
ITAD-004351,Smartphone,Europe,66.65,2.91,True
ITAD-004352,Smartphone,Europe,53.56,3.19,True
ITAD-004353,Laptop,Europe,263.86,0.97,False
ITAD-004354,Laptop,Europe,318.25,2.52,True
ITAD-004355,Smartphone,Asia Pacific,10.88,0.0,False
ITAD-004356,Laptop,North America,231.97,0.62,False
ITAD-004357,Desktop,North America,339.21,2.39,True
ITAD-004358,Printer,Europe,327.46,2.42,True
ITAD-004359,Smartphone,North America,10.46,0.0,False
ITAD-004360,Printer,Asia Pacific,269.44,0.72,False
ITAD-004361,Desktop,Europe,296.32,3.17,True
ITAD-004362,Monitor,Europe,216.04,2.39,False
ITAD-004363,Smartphone,North America,66.8,1.78,True
ITAD-004364,Desktop,Middle East & Africa,381.99,3.18,True
ITAD-004365,Tablet,Europe,56.41,2.46,True
ITAD-004366,Smartphone,Asia Pacific,20.27,2.95,True
ITAD-004367,Laptop,North America,262.16,2.54,True
ITAD-004368,Desktop,Europe,498.59,2.03,True
ITAD-004369,Desktop,Asia Pacific,367.46,2.81,True
ITAD-004370,Smartphone,Latin America,19.34,1.29,False
ITAD-004371,Monitor,North America,172.43,2.84,True
ITAD-004372,Printer,Asia Pacific,256.19,2.53,True
ITAD-004373,Server,Asia Pacific,803.39,2.0,True
ITAD-004374,Printer,Europe,188.4,2.17,True
ITAD-004375,Server,Asia Pacific,825.28,2.3,True
ITAD-004376,Smartphone,North America,7.12,0.0,False
ITAD-004377,Smartphone,Asia Pacific,6.87,0.0,False
ITAD-004378,Tablet,Asia Pacific,76.92,1.79,False
ITAD-004379,Laptop,Europe,240.72,1.17,False
ITAD-004380,Printer,Asia Pacific,180.03,1.54,True
ITAD-004381,Laptop,Asia Pacific,172.55,2.65,True
ITAD-004382,Printer,Latin America,246.78,1.79,True
ITAD-004383,Desktop,Latin America,476.17,3.38,True
ITAD-004384,Desktop,Latin America,501.7,2.43,True
ITAD-004385,Server,North America,908.72,1.19,False
ITAD-004386,Desktop,Asia Pacific,318.73,2.07,True
ITAD-004387,Monitor,Europe,147.04,3.32,True
ITAD-004388,Tablet,North America,9.93,0.0,False
ITAD-004389,Monitor,Middle East & Africa,146.48,2.25,False
ITAD-004390,Monitor,Europe,215.41,1.91,True
ITAD-004391,Printer,North America,253.33,3.23,True
ITAD-004392,Monitor,Europe,198.89,2.0,True
ITAD-004393,Monitor,Asia Pacific,240.58,1.2,False
ITAD-004394,Monitor,North America,199.29,3.11,True
ITAD-004395,Printer,Europe,294.55,3.5,True
ITAD-004396,Tablet,Europe,93.58,1.87,False
ITAD-004397,Smartphone,Europe,62.13,2.78,True
ITAD-004398,Server,Asia Pacific,927.38,2.82,True
ITAD-004399,Desktop,Middle East & Africa,344.94,2.83,True
ITAD-004400,Tablet,Asia Pacific,93.67,2.77,True
ITAD-004401,Printer,Latin America,149.97,2.71,True
ITAD-004402,Tablet,North America,14.23,0.0,False
ITAD-004403,Server,Asia Pacific,1041.22,1.8,False
ITAD-004404,Desktop,North America,473.24,1.64,True
ITAD-004405,Tablet,Asia Pacific,12.65,0.0,False
ITAD-004406,Server,Europe,1049.95,1.74,False
ITAD-004407,Desktop,North America,432.49,2.13,True
ITAD-004408,Smartphone,Asia Pacific,43.49,2.97,True
ITAD-004409,Server,Asia Pacific,1208.08,2.09,True
ITAD-004410,Desktop,Europe,364.18,1.79,True
ITAD-004411,Smartphone,Europe,30.1,2.46,True
ITAD-004412,Desktop,Europe,352.42,3.24,True
ITAD-004413,Server,North America,202.28,0.0,False
ITAD-004414,Server,Latin America,787.41,2.34,True
ITAD-004415,Desktop,Asia Pacific,446.27,1.91,True
ITAD-004416,Desktop,Europe,453.87,2.89,True
ITAD-004417,Server,Asia Pacific,888.52,2.06,False
ITAD-004418,Printer,Europe,231.04,2.22,False
ITAD-004419,Tablet,North America,15.49,0.0,False
ITAD-004420,Smartphone,Asia Pacific,61.23,2.4,True
ITAD-004421,Printer,Asia Pacific,181.91,1.51,True
ITAD-004422,Monitor,Latin America,165.82,3.17,True
ITAD-004423,Tablet,North America,70.82,2.02,True
ITAD-004424,Server,North America,906.31,1.85,True
ITAD-004425,Printer,North America,145.34,2.51,True
ITAD-004426,Smartphone,North America,7.6,0.0,False
ITAD-004427,Printer,Asia Pacific,51.01,0.0,False
ITAD-004428,Smartphone,North America,3.5,0.0,False
ITAD-004429,Monitor,Asia Pacific,125.19,2.18,True
ITAD-004430,Tablet,Europe,80.1,2.49,True
ITAD-004431,Printer,Europe,178.15,1.73,True
ITAD-004432,Printer,Latin America,222.15,1.73,True
ITAD-004433,Monitor,Europe,203.68,3.31,True
ITAD-004434,Laptop,North America,235.67,2.95,True
ITAD-004435,Smartphone,Europe,32.96,2.09,True
ITAD-004436,Tablet,Europe,54.88,3.01,True
ITAD-004437,Desktop,North America,57.3,0.0,False
ITAD-004438,Printer,North America,253.53,0.79,False
ITAD-004439,Desktop,Latin America,80.29,0.0,False
ITAD-004440,Printer,Latin America,205.99,2.4,True
ITAD-004441,Desktop,Europe,474.3,3.05,True
ITAD-004442,Printer,Latin America,267.12,1.97,True
ITAD-004443,Laptop,North America,296.86,2.82,True
ITAD-004444,Tablet,Asia Pacific,99.66,2.03,True
ITAD-004445,Desktop,North America,345.25,1.51,True
ITAD-004446,Printer,Europe,253.38,2.38,True
ITAD-004447,Tablet,North America,93.33,1.26,False
ITAD-004448,Desktop,Latin America,389.06,1.58,True
ITAD-004449,Server,Asia Pacific,1020.3,2.25,True
ITAD-004450,Smartphone,Europe,19.53,1.54,True
ITAD-004451,Tablet,North America,8.45,0.0,False
ITAD-004452,Tablet,North America,71.26,2.8,True
ITAD-004453,Smartphone,North America,7.79,0.0,False
ITAD-004454,Tablet,North America,52.57,0.75,False
ITAD-004455,Printer,Europe,206.1,1.3,False
ITAD-004456,Desktop,North America,323.36,1.01,False
ITAD-004457,Server,Europe,745.12,3.46,True
ITAD-004458,Tablet,North America,75.07,3.32,True
ITAD-004459,Monitor,North America,224.78,1.39,False
ITAD-004460,Smartphone,North America,9.25,0.0,False
ITAD-004461,Printer,Middle East & Africa,287.87,2.96,True
ITAD-004462,Smartphone,North America,59.1,3.39,True
ITAD-004463,Server,Europe,1107.7,0.55,False
ITAD-004464,Server,Europe,760.96,1.8,True
ITAD-004465,Printer,Europe,229.04,3.25,True
ITAD-004466,Printer,North America,192.49,3.01,True
ITAD-004467,Smartphone,North America,35.86,2.01,True
ITAD-004468,Printer,Asia Pacific,181.87,0.56,False
ITAD-004469,Tablet,Asia Pacific,12.06,0.0,False
ITAD-004470,Monitor,Latin America,149.98,2.07,False
ITAD-004471,Desktop,Europe,315.34,1.8,False
ITAD-004472,Desktop,Asia Pacific,333.16,1.85,True
ITAD-004473,Laptop,North America,35.99,0.0,False
ITAD-004474,Smartphone,North America,37.03,2.74,True
ITAD-004475,Smartphone,Europe,32.88,1.49,False
ITAD-004476,Server,Asia Pacific,861.43,2.4,True
ITAD-004477,Tablet,Europe,61.12,2.14,True
ITAD-004478,Printer,Europe,305.57,2.25,True
ITAD-004479,Server,Europe,1178.78,1.98,True
ITAD-004480,Printer,Europe,278.12,1.43,False
ITAD-004481,Desktop,Asia Pacific,302.85,3.17,True
ITAD-004482,Server,North America,194.94,0.0,False
ITAD-004483,Laptop,Asia Pacific,52.2,0.0,False
ITAD-004484,Tablet,North America,10.11,0.0,False
ITAD-004485,Laptop,Europe,314.42,2.85,True
ITAD-004486,Laptop,North America,229.01,1.53,True
ITAD-004487,Smartphone,Asia Pacific,3.9,0.0,False
ITAD-004488,Monitor,Asia Pacific,231.41,2.45,True
ITAD-004489,Smartphone,Europe,21.1,2.86,True
ITAD-004490,Smartphone,North America,3.57,0.0,False
ITAD-004491,Smartphone,North America,31.86,2.97,True
ITAD-004492,Monitor,North America,225.32,2.05,True
ITAD-004493,Monitor,Middle East & Africa,139.84,2.42,True
ITAD-004494,Smartphone,Latin America,60.25,1.35,False
ITAD-004495,Printer,Asia Pacific,275.68,2.76,True
ITAD-004496,Tablet,Middle East & Africa,43.8,1.8,True
ITAD-004497,Laptop,North America,288.09,1.8,True
ITAD-004498,Tablet,North America,92.14,1.55,True
ITAD-004499,Smartphone,Europe,5.47,0.0,False
ITAD-004500,Tablet,North America,64.07,2.26,True
ITAD-004501,Tablet,Europe,49.91,2.33,True
ITAD-004502,Printer,North America,282.22,2.55,True
ITAD-004503,Server,Europe,1054.15,2.96,True
ITAD-004504,Smartphone,North America,47.71,1.56,False
ITAD-004505,Printer,Asia Pacific,287.26,2.99,True
ITAD-004506,Server,North America,1127.47,2.59,True
ITAD-004507,Monitor,North America,234.13,2.63,True
ITAD-004508,Monitor,Europe,212.49,2.12,True
ITAD-004509,Tablet,North America,10.4,0.0,False
ITAD-004510,Laptop,Europe,235.62,3.32,True
ITAD-004511,Tablet,North America,12.54,0.0,False
ITAD-004512,Server,Europe,737.4,2.43,True
ITAD-004513,Laptop,Asia Pacific,187.1,1.64,True
ITAD-004514,Tablet,Asia Pacific,17.19,0.0,False
ITAD-004515,Tablet,Europe,78.99,0.86,False
ITAD-004516,Server,North America,1076.94,2.08,True
ITAD-004517,Desktop,Asia Pacific,403.96,2.65,True
ITAD-004518,Printer,North America,152.93,3.29,True
ITAD-004519,Printer,Latin America,198.56,1.23,False
ITAD-004520,Printer,North America,231.74,0.65,False
ITAD-004521,Tablet,Europe,84.53,0.57,False
ITAD-004522,Server,Asia Pacific,819.14,2.59,True
ITAD-004523,Laptop,Asia Pacific,324.33,2.11,True
ITAD-004524,Tablet,North America,50.39,2.39,True
ITAD-004525,Laptop,Asia Pacific,53.28,0.0,False
ITAD-004526,Monitor,Asia Pacific,233.95,2.85,True
ITAD-004527,Laptop,North America,221.03,2.06,True
ITAD-004528,Server,Europe,771.35,1.85,True
ITAD-004529,Printer,North America,284.6,0.58,False
ITAD-004530,Smartphone,North America,3.29,0.0,False
ITAD-004531,Desktop,Asia Pacific,509.45,1.16,False
ITAD-004532,Server,North America,1021.02,1.59,True
ITAD-004533,Printer,Latin America,315.73,2.44,True
ITAD-004534,Printer,North America,183.23,2.73,True
ITAD-004535,Smartphone,Europe,30.92,2.32,True
ITAD-004536,Tablet,North America,53.63,1.75,True
ITAD-004537,Printer,Asia Pacific,125.03,3.02,True
ITAD-004538,Desktop,Latin America,433.28,3.39,True
ITAD-004539,Server,Asia Pacific,791.75,2.17,True
ITAD-004540,Monitor,Latin America,167.2,2.16,True
ITAD-004541,Tablet,Asia Pacific,56.71,1.58,True
ITAD-004542,Smartphone,Asia Pacific,22.66,3.05,True
ITAD-004543,Smartphone,North America,50.82,2.3,True
ITAD-004544,Monitor,Asia Pacific,194.55,1.5,False
ITAD-004545,Desktop,Asia Pacific,422.73,2.05,True
ITAD-004546,Laptop,North America,291.32,3.08,True
ITAD-004547,Monitor,Latin America,33.37,0.0,False
ITAD-004548,Server,North America,1015.07,2.97,True
ITAD-004549,Server,Asia Pacific,731.38,3.23,True
ITAD-004550,Server,Europe,1120.21,2.18,False
ITAD-004551,Server,Asia Pacific,1143.36,3.24,True
ITAD-004552,Tablet,Latin America,87.17,2.54,True
ITAD-004553,Laptop,Asia Pacific,31.47,0.0,False
ITAD-004554,Server,North America,1059.56,0.67,False
ITAD-004555,Desktop,Europe,69.92,0.0,False
ITAD-004556,Printer,Europe,213.93,1.24,False
ITAD-004557,Desktop,North America,86.33,0.0,False
ITAD-004558,Monitor,Middle East & Africa,145.04,2.43,True
ITAD-004559,Monitor,North America,223.06,2.2,True
ITAD-004560,Laptop,North America,298.16,0.97,False
ITAD-004561,Laptop,Europe,180.83,1.07,False
ITAD-004562,Printer,Europe,213.77,1.16,False
ITAD-004563,Server,Asia Pacific,1145.42,1.83,True
ITAD-004564,Smartphone,Latin America,24.84,1.53,False
ITAD-004565,Tablet,North America,97.98,1.03,False
ITAD-004566,Tablet,Asia Pacific,54.11,2.56,True
ITAD-004567,Desktop,North America,308.35,2.0,True
ITAD-004568,Tablet,Europe,62.79,2.55,True
ITAD-004569,Server,Asia Pacific,707.8,3.06,True
ITAD-004570,Printer,Europe,175.02,1.84,True
ITAD-004571,Laptop,Europe,34.64,0.0,False
ITAD-004572,Smartphone,Europe,24.03,2.8,True
ITAD-004573,Monitor,Asia Pacific,186.47,1.78,True
ITAD-004574,Server,North America,898.06,2.25,True
ITAD-004575,Printer,Middle East & Africa,206.61,1.67,True
ITAD-004576,Smartphone,Europe,51.47,2.14,True
ITAD-004577,Monitor,Europe,131.24,3.28,True
ITAD-004578,Tablet,North America,51.49,2.8,True
ITAD-004579,Tablet,Europe,13.52,0.0,False
ITAD-004580,Monitor,Asia Pacific,142.5,2.88,True
ITAD-004581,Server,North America,1135.24,2.0,True
ITAD-004582,Printer,Latin America,240.12,3.1,True
ITAD-004583,Smartphone,Europe,9.21,0.0,False
ITAD-004584,Desktop,North America,77.17,0.0,False
ITAD-004585,Smartphone,Latin America,5.27,0.0,False
ITAD-004586,Smartphone,North America,57.72,3.05,True
ITAD-004587,Desktop,North America,450.78,3.4,True
ITAD-004588,Server,Middle East & Africa,1222.4,3.11,True
ITAD-004589,Server,North America,904.93,2.66,True
ITAD-004590,Smartphone,Middle East & Africa,30.09,3.11,True
