asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST002460;8/11/2021;2.7;9/11/2021;9/11/2021;54.96;3.3;7.8;TRUE;ISO14001
AST002462;8/7/2024;6.9;18/7/2024;18/7/2024;45.67;3.4;10;TRUE;None
AST002463;3/6/2023;4.2;5/6/2023;5/6/2023;22.58;3.2;10;TRUE;R2
AST002464;5/7/2023;3.2;7/7/2023;8/7/2023;71.02;6.9;10;TRUE;ISO14001
AST002465;20/10/2023;2.6;23/10/2023;23/10/2023;18.67;2.1;10;TRUE;R2
AST002466;1/2/2023;2.3;5/2/2023;5/2/2023;33.58;2.2;8.4;TRUE;ISO14001
AST002467;17/9/2023;5.5;19/9/2023;20/9/2023;102.64;7.6;9.1;TRUE;R2
AST002470;3/7/2022;2.1;7/7/2022;7/7/2022;51.6;5;9.6;TRUE;R2
AST002471;27/3/2024;3.4;3/4/2024;3/4/2024;47.35;3.3;9;FALSE;
AST002472;14/7/2022;2.6;23/7/2022;23/7/2022;16.77;2.2;9.6;TRUE;R2
AST002473;4/8/2020;1.6;8/8/2020;8/8/2020;34.07;6.1;5.6;TRUE;None
AST002474;22/8/2024;4.4;24/8/2024;24/8/2024;36.3;3.6;9.9;TRUE;e-Stewards
AST002475;5/5/2024;4;6/5/2024;6/5/2024;39.87;2.2;10;TRUE;e-Stewards
AST002476;7/4/2022;3.3;8/4/2022;9/4/2022;45.9;3.2;9;TRUE;ISO14001
AST002477;9/10/2023;4.8;12/10/2023;12/10/2023;36.58;2.6;10;TRUE;e-Stewards
AST002478;12/3/2021;2.2;13/3/2021;13/3/2021;91.42;6.1;5;TRUE;ISO14001
AST002479;22/8/2024;6.3;29/8/2024;30/8/2024;22.4;2.7;9.6;TRUE;e-Stewards
AST002481;20/8/2023;8;21/8/2023;22/8/2023;195.74;8.2;10;FALSE;
AST002483;29/12/2023;1.9;1/1/2024;1/1/2024;69.05;4;9.2;TRUE;ISO14001
AST002484;17/12/2023;3.2;31/12/2023;31/12/2023;7.58;1;10;TRUE;None
AST002486;17/9/2023;4.4;20/9/2023;20/9/2023;45.14;3.8;9.6;TRUE;R2
AST002487;20/1/2024;3.8;22/1/2024;22/1/2024;39.36;4.8;7.2;TRUE;R2
AST002488;28/7/2020;1.6;30/7/2020;31/7/2020;68.48;2.3;8.4;FALSE;
AST002489;17/4/2022;1.7;19/4/2022;20/4/2022;28.41;4.3;8.9;TRUE;e-Stewards
AST002490;15/8/2020;3.2;23/8/2020;23/8/2020;55.75;4.3;6;FALSE;
AST002491;21/10/2022;4.2;24/10/2022;24/10/2022;45.09;3.1;9.7;TRUE;None
AST002492;29/12/2023;4.2;1/1/2024;1/1/2024;39.24;3;10;TRUE;e-Stewards
AST002493;18/2/2020;3.2;25/2/2020;25/2/2020;27.95;7;6.5;TRUE;e-Stewards
AST002495;15/7/2022;4.1;16/7/2022;16/7/2022;29.11;2.1;9.4;TRUE;ISO14001
AST002496;24/1/2022;2.5;29/1/2022;29/1/2022;183.1;11.1;9.7;TRUE;R2
AST002497;8/6/2021;3.1;10/6/2021;10/6/2021;207.59;12.1;9.3;TRUE;e-Stewards
AST002498;24/9/2023;5.8;27/9/2023;28/9/2023;34.58;3.3;10;TRUE;e-Stewards
AST002499;5/8/2022;5.1;6/8/2022;6/8/2022;61.46;3.1;10;TRUE;ISO14001
AST002500;26/7/2022;3.3;4/8/2022;4/8/2022;41.9;3.5;9.9;TRUE;e-Stewards
AST002502;21/7/2020;2.1;27/7/2020;27/7/2020;17.49;3.5;10;TRUE;R2
AST002503;13/5/2021;5.5;18/5/2021;18/5/2021;39.36;3.2;5.2;TRUE;ISO14001
AST002504;30/8/2022;5;1/9/2022;1/9/2022;26.99;4.3;9.6;TRUE;e-Stewards
AST002505;15/8/2020;4.4;17/8/2020;17/8/2020;93.97;6.5;5.8;TRUE;e-Stewards
AST002506;18/10/2021;7;31/10/2021;31/10/2021;67.2;5;6.9;TRUE;R2
AST002507;10/5/2023;1.8;14/5/2023;14/5/2023;29.2;4.6;8.6;TRUE;e-Stewards
AST002508;17/4/2023;8;1/5/2023;1/5/2023;41.33;3.2;9.6;TRUE;R2
AST002510;18/5/2020;3.3;19/5/2020;19/5/2020;64.6;5.6;7.1;FALSE;
AST002512;26/8/2020;3.3;7/9/2020;7/9/2020;71.76;3.2;6.2;FALSE;
AST002513;22/4/2022;2.3;23/4/2022;23/4/2022;127.7;5.6;10;TRUE;ISO14001
AST002514;24/6/2022;3.8;29/6/2022;29/6/2022;22.9;4.9;9.3;TRUE;ISO14001
AST002515;15/10/2020;2.3;24/10/2020;24/10/2020;47.94;7.4;6.5;TRUE;ISO14001
AST002516;4/9/2021;1.7;5/9/2021;5/9/2021;83.36;5.6;7.3;TRUE;ISO14001
AST002517;4/7/2020;8;10/7/2020;10/7/2020;25.35;3.5;7;TRUE;e-Stewards
AST002518;17/12/2023;4.1;25/12/2023;25/12/2023;38.15;4.8;9.6;FALSE;
AST002519;25/8/2022;4.6;29/8/2022;30/8/2022;94.68;9.6;10;FALSE;
AST002520;2/6/2023;8;7/6/2023;8/6/2023;51.46;1;9.7;TRUE;R2
AST002521;5/10/2023;2.7;7/10/2023;7/10/2023;30.02;2.8;8.5;FALSE;
AST002522;11/4/2022;2.7;16/4/2022;17/4/2022;133.46;10.9;10;FALSE;
AST002523;18/3/2024;5.7;25/3/2024;25/3/2024;52.46;1.2;9.5;TRUE;e-Stewards
AST002524;14/5/2023;3.2;21/5/2023;21/5/2023;15.51;1.4;10;TRUE;R2
AST002525;22/8/2021;2.7;25/8/2021;25/8/2021;55.65;1.9;9.2;TRUE;ISO14001
AST002526;15/12/2021;6.7;26/12/2021;26/12/2021;247.4;10.6;7.2;FALSE;
AST002528;8/6/2023;2.1;10/6/2023;10/6/2023;37.95;1.5;10;TRUE;R2
AST002529;4/9/2020;3.2;5/9/2020;5/9/2020;34.87;1.8;9.5;TRUE;R2
AST002531;30/8/2020;2.6;7/9/2020;8/9/2020;278.45;13.5;7.9;TRUE;e-Stewards
AST002533;6/11/2021;8;13/11/2021;13/11/2021;25.57;3.4;7.6;TRUE;e-Stewards
AST002534;19/2/2023;5;22/2/2023;22/2/2023;73.15;7.4;10;FALSE;
AST002537;15/6/2021;5.3;16/6/2021;16/6/2021;90.2;5.7;6;TRUE;ISO14001
AST002538;26/12/2021;5.7;3/1/2022;3/1/2022;62.58;5.9;6.2;TRUE;e-Stewards
AST002539;14/2/2021;1.6;23/2/2021;23/2/2021;58.56;3.4;7.7;FALSE;
AST002540;11/8/2024;3;15/8/2024;15/8/2024;29.2;3.6;9.6;FALSE;
AST002541;2/4/2023;5.8;3/4/2023;3/4/2023;44.1;1;9.9;TRUE;R2
AST002542;4/10/2024;4.5;7/10/2024;7/10/2024;23.13;3.2;10;TRUE;e-Stewards
AST002544;22/10/2022;8;24/10/2022;24/10/2022;250.26;8.2;8.8;TRUE;None
AST002545;21/2/2021;7.8;26/2/2021;26/2/2021;48.23;3.5;6.7;FALSE;
AST002546;29/6/2023;5.5;3/7/2023;3/7/2023;31.51;2.5;10;TRUE;R2
AST002547;20/10/2020;2.8;28/10/2020;28/10/2020;39.17;1;7.8;TRUE;None
AST002548;27/8/2022;4.3;28/8/2022;29/8/2022;39.13;5.6;6.4;TRUE;e-Stewards
AST002549;22/4/2023;3.5;24/4/2023;24/4/2023;38.75;1.2;10;TRUE;ISO14001
AST002550;5/9/2024;2.1;11/9/2024;11/9/2024;22.8;2.9;10;FALSE;
AST002551;2/2/2021;2;9/2/2021;10/2/2021;81.68;6.6;7.3;TRUE;None
AST002553;3/8/2021;7;7/8/2021;7/8/2021;73.44;6.6;7;TRUE;ISO14001
AST002554;14/10/2023;2.5;17/10/2023;17/10/2023;24.62;1.8;10;TRUE;e-Stewards
AST002555;9/3/2024;3.3;10/3/2024;10/3/2024;18.2;2.2;10;FALSE;
AST002556;31/5/2023;3.1;3/6/2023;4/6/2023;19.37;5.7;8.7;TRUE;e-Stewards
AST002557;10/6/2023;7.8;13/6/2023;13/6/2023;54.54;3.3;8.9;TRUE;R2
AST002559;14/7/2023;7;16/7/2023;16/7/2023;58.29;1.3;9.6;TRUE;R2
AST002560;23/1/2023;3.1;26/1/2023;26/1/2023;14.36;3.2;8.3;TRUE;e-Stewards
AST002561;25/11/2023;4.3;26/11/2023;27/11/2023;35.43;1;9.3;TRUE;ISO14001
AST002563;8/7/2023;6.2;9/7/2023;10/7/2023;24.23;1.5;10;TRUE;ISO14001
AST002565;27/9/2021;4.5;29/9/2021;29/9/2021;61.78;2.5;9.3;TRUE;ISO14001
AST002567;21/3/2022;8;22/3/2022;22/3/2022;12.62;1.9;10;TRUE;ISO14001
AST002568;27/7/2022;2.5;29/7/2022;29/7/2022;62.62;3.4;9.8;TRUE;R2
AST002569;1/12/2020;3.3;12/12/2020;12/12/2020;23.27;2.1;9.8;FALSE;
AST002570;20/6/2022;2.7;24/6/2022;24/6/2022;30.86;4.1;9.9;TRUE;R2
AST002571;15/4/2023;1.3;24/4/2023;24/4/2023;62.01;2.1;10;TRUE;R2
AST002572;6/11/2023;6.6;8/11/2023;8/11/2023;13.93;2;10;TRUE;e-Stewards
AST002573;26/6/2020;6.5;29/6/2020;29/6/2020;44.17;2.9;8.3;TRUE;e-Stewards
AST002574;7/1/2021;8;9/1/2021;9/1/2021;34.44;5.2;6.8;FALSE;
AST002575;22/7/2023;3.5;27/7/2023;27/7/2023;42.07;3.8;9.9;TRUE;e-Stewards
AST002576;25/4/2020;2.7;26/4/2020;27/4/2020;101.54;17.2;7.3;TRUE;e-Stewards
AST002577;27/10/2022;8;28/10/2022;29/10/2022;20.78;4.6;8.4;TRUE;e-Stewards
AST002578;29/4/2022;5.2;30/4/2022;1/5/2022;278.91;17.3;8.5;FALSE;
AST002579;7/5/2023;2.4;12/5/2023;12/5/2023;19.92;1;10;TRUE;ISO14001
AST002581;7/5/2022;6.4;9/5/2022;9/5/2022;28.94;3;8.2;TRUE;R2
AST002584;2/10/2023;2;5/10/2023;5/10/2023;15.17;1.3;9.4;TRUE;ISO14001
AST002586;15/4/2022;3.8;21/4/2022;22/4/2022;195.57;13.6;8;FALSE;
AST002587;25/3/2022;6.7;29/3/2022;29/3/2022;45.64;2.3;10;TRUE;R2
AST002588;20/6/2024;1.8;21/6/2024;21/6/2024;13.71;2.6;10;TRUE;e-Stewards
AST002589;27/5/2022;5.5;3/6/2022;4/6/2022;37.58;4.3;10;TRUE;None
AST002590;18/1/2022;3.6;20/1/2022;20/1/2022;58.96;2.5;8.7;TRUE;e-Stewards
AST002592;8/4/2023;3.3;9/4/2023;10/4/2023;40.12;3.2;9;TRUE;ISO14001
AST002593;12/6/2021;4.2;14/6/2021;14/6/2021;69.68;5.7;6;TRUE;None
AST002594;4/7/2020;1.7;6/7/2020;7/7/2020;355.34;17.3;7.5;TRUE;R2
AST002595;24/5/2022;2.9;28/5/2022;28/5/2022;57.48;3.8;8.9;TRUE;ISO14001
AST002597;7/7/2023;6.6;10/7/2023;10/7/2023;23.56;1;10;TRUE;ISO14001
AST002599;20/6/2024;3.4;21/6/2024;22/6/2024;58.92;5.5;10;TRUE;ISO14001
AST002600;8/5/2023;3.6;16/5/2023;17/5/2023;28.59;3.7;8.7;TRUE;None
AST002601;16/6/2023;6;20/6/2023;20/6/2023;18.07;1;10;TRUE;e-Stewards
AST002602;25/1/2024;2.1;26/1/2024;26/1/2024;38.25;2.7;10;TRUE;R2
AST002603;17/6/2022;5;20/6/2022;21/6/2022;53.04;5.5;7.6;TRUE;e-Stewards
AST002604;13/2/2020;3.9;25/2/2020;25/2/2020;86.64;4.1;5.7;TRUE;ISO14001
AST002605;19/4/2024;5.8;28/4/2024;28/4/2024;35.53;3.1;9.6;TRUE;R2
AST002606;21/3/2022;1.4;25/3/2022;25/3/2022;50.33;4;9.7;TRUE;R2
AST002607;8/8/2023;6.4;17/8/2023;18/8/2023;88.96;12.9;9.4;FALSE;
AST002608;13/7/2023;3.3;14/7/2023;14/7/2023;48.79;1;10;FALSE;
AST002609;26/2/2022;3.4;28/2/2022;28/2/2022;194.37;12.4;8.7;TRUE;R2
AST002611;10/8/2021;1.9;14/8/2021;14/8/2021;58.75;3.7;8.8;TRUE;R2
AST002614;11/8/2024;8;18/8/2024;18/8/2024;26.57;1;10;TRUE;R2
AST002615;11/6/2021;3.5;12/6/2021;12/6/2021;67.75;5.4;7.8;TRUE;R2
AST002617;15/1/2024;4.8;17/1/2024;17/1/2024;112;9.9;10;TRUE;e-Stewards
AST002618;27/3/2023;3.5;1/4/2023;2/4/2023;23.54;1;10;TRUE;e-Stewards
AST002619;22/7/2023;2.7;27/7/2023;27/7/2023;17.38;3.1;9.6;TRUE;e-Stewards
AST002620;8/1/2023;5.9;10/1/2023;10/1/2023;42.66;3.2;9.5;TRUE;None
AST002621;24/8/2022;3.6;28/8/2022;28/8/2022;60.1;3;8.2;TRUE;R2
AST002622;9/2/2022;2;12/2/2022;12/2/2022;33.49;3.6;9.6;TRUE;R2
AST002623;9/3/2021;4.6;15/3/2021;15/3/2021;42.24;3.4;7.5;TRUE;e-Stewards
AST002624;26/11/2023;3;29/11/2023;29/11/2023;22.96;1;10;FALSE;
AST002625;26/8/2022;3.6;1/9/2022;2/9/2022;69.05;3.5;9.2;TRUE;e-Stewards
AST002626;19/10/2020;6.1;23/10/2020;23/10/2020;68.02;3.2;7.8;TRUE;ISO14001
AST002629;9/5/2020;2.9;17/5/2020;17/5/2020;51.33;6.4;8.5;TRUE;ISO14001
AST002630;4/8/2022;2.7;6/8/2022;6/8/2022;58.58;4.3;7.9;TRUE;R2
AST002631;22/6/2021;4;23/6/2021;23/6/2021;33.21;1.3;9.9;TRUE;None
AST002632;21/2/2023;7.1;23/2/2023;23/2/2023;61.14;2.3;9.2;TRUE;ISO14001
AST002634;5/8/2022;3.5;8/8/2022;9/8/2022;257.52;11.5;9.5;TRUE;ISO14001
AST002635;8/12/2023;1.6;16/12/2023;16/12/2023;26.43;1;10;FALSE;
AST002636;11/3/2022;3.6;18/3/2022;19/3/2022;56.48;4.5;7.7;FALSE;
AST002637;10/9/2022;3.9;12/9/2022;13/9/2022;143.88;9.1;10;TRUE;R2
AST002638;29/5/2021;3.4;6/6/2021;6/6/2021;19.5;4.5;7.3;TRUE;ISO14001
AST002639;7/5/2024;3.7;11/5/2024;11/5/2024;30.8;1.7;10;TRUE;e-Stewards
AST002640;27/4/2024;6.2;28/4/2024;29/4/2024;186.64;14;8.7;TRUE;R2
AST002641;8/4/2021;2.2;10/4/2021;10/4/2021;34.45;1.3;9.6;TRUE;e-Stewards
AST002642;17/3/2022;3.2;19/3/2022;19/3/2022;30.03;2.2;7.1;FALSE;
AST002643;26/3/2022;8;27/3/2022;27/3/2022;19.53;4;8.4;TRUE;e-Stewards
AST002644;2/6/2022;1.5;3/6/2022;3/6/2022;12.47;1;9.2;TRUE;R2
AST002645;23/3/2020;2;25/3/2020;25/3/2020;26.87;1.4;8;TRUE;None
AST002646;15/3/2022;5.4;26/3/2022;26/3/2022;30.43;2.3;8.9;TRUE;R2
AST002648;1/8/2021;1.8;9/8/2021;10/8/2021;38.44;2.2;7.8;TRUE;e-Stewards
AST002649;26/8/2022;2.7;29/8/2022;29/8/2022;47.3;4.4;9.3;TRUE;R2
AST002650;13/5/2023;2.1;16/5/2023;16/5/2023;31.59;4.6;8.7;TRUE;e-Stewards
AST002651;10/3/2023;4.6;15/3/2023;15/3/2023;62.02;3.2;9.3;TRUE;e-Stewards
AST002652;28/4/2023;1.8;2/5/2023;2/5/2023;38.29;3.6;9.7;TRUE;R2
AST002654;20/5/2022;2.1;25/5/2022;25/5/2022;28.36;1;10;TRUE;e-Stewards
AST002656;29/11/2022;6.1;1/12/2022;1/12/2022;31.43;2.7;9.8;TRUE;R2
AST002657;15/12/2021;8;20/12/2021;20/12/2021;17.8;3.7;9.1;TRUE;R2
AST002658;24/6/2020;1.7;25/6/2020;26/6/2020;80.5;3.2;7.3;TRUE;e-Stewards
AST002660;25/11/2022;2.4;28/11/2022;28/11/2022;47.05;3.9;9;FALSE;
AST002661;13/4/2021;8;21/4/2021;21/4/2021;34.62;2.4;8;TRUE;e-Stewards
AST002662;19/3/2021;1.7;29/3/2021;29/3/2021;20.44;4.5;6.3;TRUE;e-Stewards
AST002663;16/2/2023;3.9;18/2/2023;18/2/2023;86.63;12.8;9.1;TRUE;ISO14001
AST002664;19/6/2024;3.2;20/6/2024;20/6/2024;16.34;2.1;10;TRUE;e-Stewards
AST002666;17/7/2023;3;23/7/2023;23/7/2023;33.72;1;8.8;TRUE;e-Stewards
AST002667;15/8/2023;3;28/8/2023;28/8/2023;36.95;6.7;7.3;TRUE;R2
AST002668;20/10/2023;4.5;22/10/2023;23/10/2023;23.26;2;9.7;TRUE;e-Stewards
AST002669;5/8/2024;1.9;8/8/2024;8/8/2024;41.62;1.1;10;TRUE;e-Stewards
AST002671;15/8/2021;8;18/8/2021;18/8/2021;55.42;3.3;7.9;TRUE;e-Stewards
AST002672;6/7/2020;5.4;8/7/2020;8/7/2020;25.42;2.5;9.2;TRUE;R2
AST002673;20/10/2022;1.7;25/10/2022;26/10/2022;19.89;3.7;8.9;TRUE;R2
AST002674;29/3/2022;2.4;1/4/2022;1/4/2022;28.18;5.4;8.3;TRUE;ISO14001
AST002675;29/6/2023;2.7;9/7/2023;9/7/2023;16.42;1.4;10;TRUE;R2
AST002676;19/3/2022;1.8;20/3/2022;21/3/2022;328.69;17.9;8.4;TRUE;e-Stewards
AST002677;8/6/2023;2.4;16/6/2023;16/6/2023;42.07;3.2;10;TRUE;R2
AST002678;15/9/2023;3.1;18/9/2023;18/9/2023;95.96;8.9;10;TRUE;R2
AST002679;23/4/2023;1.5;26/4/2023;27/4/2023;64.95;5.8;7.6;TRUE;R2
AST002680;10/1/2024;5.1;12/1/2024;12/1/2024;35.42;1;10;TRUE;ISO14001
AST002681;27/12/2022;5.8;5/1/2023;5/1/2023;48.99;1;8.9;TRUE;e-Stewards
AST002682;21/8/2022;1.6;26/8/2022;26/8/2022;111.83;8.8;8.6;TRUE;None
AST002683;24/4/2020;2.4;27/4/2020;27/4/2020;26.29;2.1;8.6;TRUE;e-Stewards
AST002684;16/8/2023;7.7;22/8/2023;22/8/2023;31.28;2.2;10;TRUE;e-Stewards
AST002686;12/9/2023;6.3;13/9/2023;14/9/2023;43.35;1.3;10;TRUE;e-Stewards
AST002687;26/1/2022;2.2;29/1/2022;29/1/2022;16.53;3.1;8.9;TRUE;R2
AST002689;5/6/2023;2.9;14/6/2023;14/6/2023;36.43;2.5;8;TRUE;ISO14001
AST002690;1/11/2021;5.9;3/11/2021;3/11/2021;86.21;5.8;10;FALSE;
AST002691;30/4/2021;1.2;5/5/2021;5/5/2021;57.94;4.8;6;FALSE;
AST002693;27/8/2020;5.1;28/8/2020;28/8/2020;34.22;1.7;9.1;TRUE;R2
AST002694;30/7/2022;5.3;5/8/2022;5/8/2022;138.59;9.9;8.6;TRUE;ISO14001
AST002695;25/4/2022;7.7;30/4/2022;30/4/2022;69.11;2.9;8.1;TRUE;e-Stewards
AST002696;5/12/2022;1.2;7/12/2022;7/12/2022;23.56;1;10;TRUE;e-Stewards
AST002697;5/10/2022;2.3;15/10/2022;15/10/2022;30.36;4.2;8;FALSE;
AST002698;19/3/2022;7.8;2/4/2022;2/4/2022;76.34;1.9;7.3;TRUE;None
AST002700;28/1/2022;4.6;6/2/2022;6/2/2022;168.76;8.4;10;TRUE;ISO14001
AST002702;5/2/2023;2.9;6/2/2023;6/2/2023;19.31;1;10;TRUE;R2
AST002703;22/4/2023;2.4;23/4/2023;23/4/2023;20.27;3.1;9.5;TRUE;ISO14001
AST002704;3/10/2023;4;5/10/2023;5/10/2023;18;3.4;10;TRUE;R2
AST002705;21/3/2023;4.1;23/3/2023;23/3/2023;27.24;1.9;9.6;TRUE;R2
AST002706;4/4/2023;3.9;5/4/2023;6/4/2023;28.93;7.5;7.8;FALSE;
AST002707;15/12/2021;1.9;19/12/2021;19/12/2021;48.32;2.9;9.2;TRUE;R2
AST002708;15/6/2023;1.9;18/6/2023;18/6/2023;40.72;3.5;9;TRUE;ISO14001
AST002709;1/9/2022;4.4;2/9/2022;2/9/2022;20.23;4;10;TRUE;e-Stewards
AST002710;18/4/2021;2.9;21/4/2021;21/4/2021;44.39;2.7;9.2;FALSE;
AST002711;16/9/2022;3.6;19/9/2022;19/9/2022;90.43;12.6;10;TRUE;R2
AST002712;27/10/2021;4.2;4/11/2021;4/11/2021;81.37;6.4;8.3;TRUE;R2
AST002713;17/5/2020;5;22/5/2020;22/5/2020;72.82;6.6;6.4;TRUE;R2
AST002714;7/10/2022;5.2;11/10/2022;11/10/2022;32.26;4.2;9.2;TRUE;ISO14001
AST002715;10/4/2021;4.8;19/4/2021;19/4/2021;25.95;2.3;8.6;TRUE;e-Stewards
AST002716;25/8/2023;1.4;28/8/2023;28/8/2023;16.98;1.8;10;TRUE;R2
AST002717;26/4/2021;8;29/4/2021;29/4/2021;65.25;3.9;6.6;TRUE;e-Stewards
AST002718;16/9/2021;3.8;20/9/2021;20/9/2021;57.38;3.2;8.2;TRUE;R2
AST002719;13/12/2023;1.7;16/12/2023;16/12/2023;20.56;1.6;10;TRUE;R2
AST002720;1/4/2021;4.3;11/4/2021;11/4/2021;18.89;1.6;8.9;TRUE;e-Stewards
AST002722;19/4/2022;4.7;21/4/2022;21/4/2022;34.96;2;9.2;TRUE;e-Stewards
AST002723;16/9/2023;4.7;18/9/2023;18/9/2023;33.53;2;10;TRUE;R2
AST002724;4/2/2022;6;6/2/2022;6/2/2022;35.09;2.5;9.9;TRUE;R2
AST002725;3/10/2021;3.8;6/10/2021;6/10/2021;35.85;2.3;8;TRUE;R2
AST002726;27/12/2023;4.2;31/12/2023;31/12/2023;10.23;1.1;10;TRUE;R2
AST002727;26/5/2024;2.7;28/5/2024;28/5/2024;75.04;7.8;10;TRUE;e-Stewards
AST002728;9/5/2023;3.1;18/5/2023;18/5/2023;27.22;4.5;9.8;TRUE;e-Stewards
AST002730;28/10/2022;8;29/10/2022;30/10/2022;36.73;4.3;9;TRUE;R2
AST002732;8/4/2022;1.6;13/4/2022;13/4/2022;39.89;3;9.1;TRUE;e-Stewards
AST002733;23/1/2020;2.7;25/1/2020;25/1/2020;39.37;3.8;7.1;TRUE;e-Stewards
AST002734;11/10/2021;7.7;15/10/2021;16/10/2021;35.78;2.5;9.9;TRUE;e-Stewards
AST002736;23/12/2020;4.5;30/12/2020;30/12/2020;62.25;3.7;7.6;FALSE;
AST002737;17/1/2023;2.1;18/1/2023;18/1/2023;38.62;2.8;9.5;FALSE;
AST002738;8/7/2024;3;15/7/2024;15/7/2024;79.99;4.8;10;TRUE;R2
AST002739;15/11/2020;4.2;23/11/2020;23/11/2020;64.97;5.2;7.9;TRUE;R2
AST002740;23/10/2021;1.5;26/10/2021;26/10/2021;40.76;6.2;8.3;TRUE;e-Stewards
AST002741;1/1/2024;4.3;3/1/2024;3/1/2024;60.12;3.6;10;FALSE;
AST002742;18/1/2023;5.5;21/1/2023;21/1/2023;50.87;3.4;9.4;FALSE;
AST002743;5/9/2022;6.6;9/9/2022;9/9/2022;25.84;2.7;9;TRUE;e-Stewards
AST002744;15/3/2024;8;19/3/2024;19/3/2024;45.82;5.3;9.4;TRUE;None
AST002745;21/4/2022;4.2;23/4/2022;23/4/2022;20.01;3;7;TRUE;R2
AST002747;20/8/2023;2.8;21/8/2023;22/8/2023;27.64;4.3;8.7;TRUE;None
AST002748;26/12/2022;3.4;1/1/2023;1/1/2023;52.42;4.2;9.4;TRUE;R2
AST002749;25/11/2023;2.5;2/12/2023;2/12/2023;39.28;2;10;TRUE;e-Stewards
AST002750;29/8/2020;2.7;30/8/2020;31/8/2020;80.64;6.3;6.2;TRUE;e-Stewards
AST002752;19/11/2023;2.2;21/11/2023;21/11/2023;18.72;1.2;9.8;TRUE;R2
AST002753;15/2/2024;8;18/2/2024;18/2/2024;162.51;7.5;10;TRUE;R2
AST002754;2/3/2023;8;3/3/2023;3/3/2023;241.62;9.1;9.3;TRUE;ISO14001
AST002757;9/10/2020;8;11/10/2020;11/10/2020;93.12;8.4;5.6;TRUE;e-Stewards
AST002758;17/11/2023;1.9;21/11/2023;21/11/2023;30.68;1;10;TRUE;None
AST002759;10/6/2021;5.4;24/6/2021;25/6/2021;107.65;8.7;9.7;TRUE;ISO14001
AST002760;6/11/2021;2.1;10/11/2021;10/11/2021;41.99;5.7;7.2;TRUE;R2
AST002761;17/9/2023;4.9;24/9/2023;24/9/2023;277.65;8.5;8.1;TRUE;None
AST002762;16/9/2021;2;26/9/2021;26/9/2021;27.18;1.3;7.7;TRUE;R2
AST002763;8/12/2022;3.6;18/12/2022;18/12/2022;23.66;2.4;9.4;TRUE;ISO14001
AST002764;2/10/2021;8;5/10/2021;6/10/2021;51.61;4.1;7.3;TRUE;ISO14001
AST002765;15/10/2020;4.2;18/10/2020;18/10/2020;230.87;13.6;9.1;TRUE;R2
AST002767;20/8/2020;5.5;23/8/2020;23/8/2020;59.31;5.1;7.5;TRUE;R2
AST002768;27/7/2022;1.6;3/8/2022;3/8/2022;31.8;2.4;9.9;TRUE;R2
AST002769;29/7/2021;3.2;4/8/2021;4/8/2021;66.68;5.3;8.4;TRUE;R2
AST002770;7/7/2022;2.9;15/7/2022;15/7/2022;51.89;2.8;8.7;FALSE;
AST002771;24/2/2022;1.2;27/2/2022;27/2/2022;34.08;1.4;10;TRUE;R2
AST002772;5/8/2021;3.8;11/8/2021;11/8/2021;41.55;3.4;9.5;TRUE;ISO14001
AST002775;2/5/2023;2;3/5/2023;3/5/2023;50.68;3.2;9.3;FALSE;
AST002776;2/11/2023;4.1;5/11/2023;5/11/2023;44.95;2.2;9.8;TRUE;R2
AST002777;22/5/2023;6.2;24/5/2023;24/5/2023;30.69;2.9;10;TRUE;R2
AST002778;12/8/2022;1.9;14/8/2022;14/8/2022;56.04;6.8;7.7;FALSE;
AST002779;10/9/2022;4.4;15/9/2022;15/9/2022;16.9;2.6;7.4;TRUE;e-Stewards
AST002780;23/8/2024;2.1;29/8/2024;30/8/2024;48.76;6.9;8.9;TRUE;e-Stewards
AST002782;22/9/2020;2;24/9/2020;25/9/2020;208.04;9;8.9;TRUE;ISO14001
AST002783;25/1/2023;4.8;27/1/2023;27/1/2023;39.71;2.7;10;FALSE;
AST002784;13/8/2024;4.5;17/8/2024;17/8/2024;46.94;3.8;9.2;TRUE;ISO14001
AST002785;16/6/2021;4.4;22/6/2021;22/6/2021;37.83;1;9.8;TRUE;ISO14001
AST002786;18/12/2022;7.6;19/12/2022;19/12/2022;189.96;6.2;10;TRUE;R2
AST002787;8/8/2020;8;9/8/2020;9/8/2020;59.43;1.3;7.6;TRUE;R2
AST002788;30/7/2022;1.1;1/8/2022;1/8/2022;45.94;1.7;9.6;TRUE;ISO14001
AST002790;14/3/2021;2.1;17/3/2021;18/3/2021;21.89;3.8;6.6;TRUE;R2
AST002791;11/1/2023;8;15/1/2023;15/1/2023;27.66;3.4;7.9;FALSE;
AST002793;18/12/2021;2;23/12/2021;23/12/2021;43.26;1.9;8.6;TRUE;R2
AST002794;14/10/2020;3.8;19/10/2020;19/10/2020;51.8;4.4;7.1;TRUE;R2
AST002795;19/2/2020;8;24/2/2020;24/2/2020;266.6;6.2;10;TRUE;e-Stewards
AST002796;20/7/2021;5.3;22/7/2021;22/7/2021;14.34;4.2;8.9;TRUE;R2
AST002797;4/8/2024;3.7;8/8/2024;8/8/2024;46.9;2.4;10;TRUE;None
