asset_id;device_type;brand;model;acquisition_date;condition_score;original_price;age_months;refurb_potential;carbon_footprint_kg
AST002175;Server;Apple;Apple Elite5135;17/8/2020;7.7;3259.83;52.5;High;1243.9
AST002176;Tablet;HP;HP Latitude6004;18/10/2024;9.8;521.4;2.4;High;150
AST002177;Desktop;Dell;Dell Pavilion5511;28/1/2020;5.4;726.81;59.1;Medium;261.3
AST002178;Tablet;Apple;Apple Inspiron7168;19/10/2023;8.2;565.44;14.4;High;145.8
AST002179;Desktop;Apple;Apple 6713;26/4/2021;5.3;713.82;44.2;Medium;251.4
AST002180;Laptop;Acer;Acer Inspiron5128;28/6/2022;7.8;787.67;30.1;High;289.8
AST002181;Desktop;ASUS;ASUS Elite8646;7/6/2020;6.4;647.74;54.8;Medium;265.1
AST002182;Server;Apple;Apple ThinkPad9530;6/12/2022;9.2;4848.16;24.8;High;1114.9
AST002183;Laptop;HP;HP 7506;22/1/2020;3.3;837.29;59.3;Low;312.9
AST002184;Laptop;Dell;Dell Latitude2676;14/2/2023;8.8;880.33;22.5;High;302.9
AST002185;Desktop;Lenovo;Lenovo Pro9380;10/11/2024;10;633.44;1.7;High;263.7
AST002186;Desktop;HP;HP Pavilion7131;6/12/2022;7.1;560.82;24.8;High;261
AST002187;Desktop;HP;HP Latitude5631;2/9/2023;9.5;639.25;16;High;225.1
AST002188;Tablet;HP;HP ThinkPad2771;19/3/2021;3.9;398.31;45.4;Low;140.7
AST002189;Server;HP;HP Inspiron2045;16/6/2020;7.1;2769.28;54.5;High;1269.7
AST002190;Desktop;Apple;Apple ThinkPad5529;3/6/2022;7;978.12;30.9;Medium;243.9
AST002191;Desktop;ASUS;ASUS Pavilion6327;14/6/2020;6.7;499.28;54.6;Medium;259.7
AST002192;Laptop;Dell;Dell 5536;12/10/2023;7.8;868.19;14.7;High;284.4
AST002193;Laptop;Acer;Acer ThinkPad5895;10/3/2022;8.6;856.66;33.7;High;275.5
AST002194;Desktop;Lenovo;Lenovo Elite3456;19/9/2023;9.3;527.41;15.4;High;233.4
AST002195;Laptop;Apple;Apple Latitude4937;13/7/2022;7.1;1058.43;29.6;High;314.4
AST002196;Laptop;Apple;Apple Pro7620;23/7/2024;9.1;1016.01;5.3;High;305.7
AST002197;Desktop;HP;HP Pavilion6236;3/7/2023;9.4;685.58;18;High;249.1
AST002198;Monitor;Lenovo;Lenovo Pavilion3292;15/8/2023;8;345.07;16.6;High;182.6
AST002199;Laptop;Other;Other Pavilion1417;20/3/2022;5;762.43;33.4;Medium;294.5
AST002200;Desktop;Apple;Apple Pavilion9148;9/3/2021;7.3;782.82;45.8;High;230.5
AST002201;Laptop;HP;HP ThinkPad5250;20/6/2022;8.2;950.38;30.4;High;296.8
AST002202;Monitor;Dell;Dell Inspiron7628;5/11/2022;7.8;402.28;25.9;High;212.7
AST002203;Desktop;Apple;Apple Inspiron1578;15/6/2022;8.6;759.13;30.6;High;227.6
AST002204;Server;HP;HP Latitude4111;5/11/2022;10;3631.55;25.9;High;1266.5
AST002205;Desktop;Lenovo;Lenovo ThinkPad4643;12/9/2022;8.6;545.7;27.6;High;225.7
AST002206;Desktop;Dell;Dell Pavilion9759;23/9/2024;9;753.96;3.3;High;238.5
AST002207;Server;HP;HP Pavilion8794;16/9/2023;8.2;3257.54;15.5;High;1259.8
AST002208;Laptop;Dell;Dell Pavilion6873;21/1/2023;8.8;1033.41;23.3;High;317.5
AST002209;Laptop;HP;HP Latitude5918;9/8/2022;7.3;985.72;28.7;High;280.9
AST002210;Desktop;HP;HP 3785;6/6/2022;10;638.02;30.8;High;236.4
AST002211;Monitor;Lenovo;Lenovo 3967;21/7/2021;8.6;366.68;41.4;High;209.1
AST002212;Smartphone;Apple;Apple ThinkPad2599;1/4/2021;3.4;755.92;45;Low;73.8
AST002213;Monitor;Lenovo;Lenovo Inspiron3096;22/5/2020;6.5;272.13;55.3;Medium;182.1
AST002214;Desktop;Dell;Dell Pavilion5237;12/9/2021;7;673.27;39.6;Medium;264
AST002215;Laptop;Apple;Apple Pavilion3999;28/10/2024;9.8;997.7;2.1;High;296.2
AST002216;Laptop;Dell;Dell Pavilion6499;18/7/2024;8.4;814.41;5.5;High;315.8
AST002217;Server;Apple;Apple Pavilion2463;28/5/2022;10;4180.69;31.1;High;1170.9
AST002218;Laptop;Lenovo;Lenovo Elite6820;21/3/2022;5.8;812.97;33.4;Medium;302.1
AST002219;Desktop;Samsung;Samsung Elite6031;19/3/2021;6.1;619.13;45.4;Medium;231.8
AST002220;Server;Dell;Dell Inspiron6428;17/9/2022;9.6;3637.7;27.5;High;1088
AST002221;Laptop;Lenovo;Lenovo ThinkPad5269;19/6/2023;8.5;939.57;18.4;High;323.8
AST002222;Laptop;Dell;Dell Latitude5817;4/2/2020;5.8;862.8;58.9;Medium;295.2
AST002223;Laptop;Dell;Dell Inspiron2929;26/7/2022;7.9;1099.45;29.2;High;293.5
AST002224;Laptop;HP;HP Inspiron1879;16/3/2021;4.2;775.63;45.5;Medium;278.1
AST002225;Server;HP;HP 2166;14/12/2021;9.2;3161.95;36.6;High;1194
AST002226;Laptop;HP;HP Inspiron4187;21/1/2022;6.5;966.44;35.3;Medium;289.9
AST002227;Server;Lenovo;Lenovo Latitude2963;18/10/2022;8.1;3121.58;26.4;High;1206.3
AST002228;Monitor;Samsung;Samsung 7253;23/11/2020;8.4;240.56;49.2;High;180.4
AST002229;Laptop;Acer;Acer Latitude5888;3/7/2023;8.9;724.37;18;High;306.6
AST002230;Server;Lenovo;Lenovo Inspiron1885;9/8/2021;7.5;2598.27;40.7;High;1296.5
AST002231;Desktop;HP;HP 3470;18/4/2023;8.9;843.89;20.5;High;248.9
AST002232;Desktop;Lenovo;Lenovo Elite4281;15/6/2023;10;730.4;18.6;High;234.5
AST002233;Server;Samsung;Samsung ThinkPad7704;9/11/2023;8.5;3801.4;13.7;High;1303.4
AST002234;Monitor;Dell;Dell Latitude8496;9/10/2024;7.5;332.1;2.7;High;204.1
AST002235;Laptop;Lenovo;Lenovo Elite6183;20/2/2022;7.1;969.09;34.3;High;302.8
AST002236;Desktop;Dell;Dell 3954;10/6/2023;10;579.25;18.7;High;263.5
AST002237;Laptop;Acer;Acer 2324;16/7/2022;8.5;708.4;29.5;High;313.8
AST002238;Desktop;Apple;Apple Inspiron6449;18/11/2023;10;987.84;13.4;High;269.9
AST002239;Laptop;Lenovo;Lenovo Pavilion3897;18/3/2020;5.3;800.37;57.5;Medium;292.1
AST002240;Laptop;Apple;Apple ThinkPad1950;20/5/2021;6.1;926.93;43.4;Medium;325.9
AST002241;Tablet;ASUS;ASUS Pro8406;26/4/2024;9.5;485.25;8.2;High;140.5
AST002242;Laptop;Acer;Acer ThinkPad4430;25/9/2021;6.2;891.86;39.2;Medium;278.8
AST002243;Server;Dell;Dell 3762;12/9/2022;10;3313.53;27.6;High;1256.3
AST002244;Desktop;Dell;Dell Latitude3595;6/8/2023;10;737.79;16.9;High;272.5
AST002245;Laptop;Dell;Dell Inspiron2442;6/8/2024;6.7;1042.75;4.8;Medium;303.3
AST002246;Desktop;ASUS;ASUS Elite8105;9/9/2022;6.7;671.51;27.7;Medium;247.8
AST002247;Desktop;Dell;Dell Pavilion8035;18/3/2022;8.1;601.37;33.5;High;238.1
AST002248;Laptop;Dell;Dell Inspiron8029;27/1/2024;7.7;925.51;11.1;High;329.7
AST002249;Laptop;Dell;Dell Inspiron7280;1/7/2023;8.7;795.54;18;High;294
AST002250;Laptop;Dell;Dell Pro1618;25/11/2020;5.9;1052.62;49.2;Medium;309
AST002251;Laptop;Lenovo;Lenovo Latitude4267;20/7/2022;8;953.35;29.4;High;308.9
AST002252;Monitor;HP;HP Pavilion7112;2/7/2024;10;388.3;6;High;191.2
AST002253;Desktop;Acer;Acer Pro6279;18/8/2020;6.6;523.85;52.4;Medium;231.2
AST002254;Laptop;Dell;Dell 9700;22/10/2023;10;997.8;14.3;High;277.5
AST002255;Server;Lenovo;Lenovo Elite1293;25/10/2023;8.9;3848.98;14.2;High;1162.1
AST002256;Laptop;Lenovo;Lenovo Pavilion1067;18/8/2021;5.5;705.52;40.4;Medium;314.1
AST002257;Monitor;Lenovo;Lenovo Pavilion5076;3/5/2022;8.9;287.62;32;High;183.8
AST002258;Laptop;Acer;Acer Elite6641;7/6/2020;5.7;804.56;54.8;Medium;321.1
AST002259;Desktop;Dell;Dell ThinkPad3112;1/3/2022;7.6;743.84;34;High;246.6
AST002260;Server;HP;HP Pro7284;6/5/2021;6.2;3790.52;43.9;Medium;1247.2
AST002261;Laptop;Dell;Dell Latitude6015;14/11/2024;9.3;934.25;1.5;High;314.3
AST002262;Laptop;Lenovo;Lenovo Elite2069;17/6/2020;5.1;769.47;54.5;Medium;292.3
AST002263;Desktop;Dell;Dell 1749;19/9/2023;10;624.62;15.4;High;240.6
AST002264;Laptop;Apple;Apple ThinkPad5764;21/6/2023;6.8;953.46;18.4;Medium;296.3
AST002265;Desktop;Dell;Dell Inspiron9524;6/7/2023;8.5;738.78;17.9;High;246.5
AST002266;Laptop;Dell;Dell Latitude9587;15/5/2020;5.5;765.18;55.6;Medium;283.4
AST002267;Desktop;ASUS;ASUS ThinkPad8105;8/3/2024;10;623.23;9.8;High;263.6
AST002268;Tablet;Samsung;Samsung Pavilion3192;10/4/2021;4;437.57;44.7;Medium;152.4
AST002269;Laptop;Dell;Dell ThinkPad9031;17/8/2023;8.5;1000.23;16.5;High;277.4
AST002270;Desktop;Lenovo;Lenovo ThinkPad4087;17/10/2021;7.2;621.36;38.5;High;258.1
AST002271;Desktop;HP;HP Elite7609;4/9/2021;6.9;721.48;39.9;Medium;236.7
AST002272;Laptop;Dell;Dell Pro4742;6/6/2022;6.3;822.17;30.8;Medium;303.3
AST002273;Laptop;Dell;Dell Elite3149;14/7/2022;7.5;1115.78;29.6;High;285.2
AST002274;Desktop;HP;HP Elite1359;17/5/2023;8.9;641.05;19.5;High;248.4
AST002275;Monitor;Samsung;Samsung Latitude9267;14/4/2022;7.7;324.07;32.6;High;217.7
AST002276;Laptop;HP;HP Elite3017;20/3/2023;9.9;1107.68;21.4;High;304.6
AST002277;Desktop;HP;HP ThinkPad1612;2/8/2022;8.6;626.14;29;High;238.1
AST002278;Desktop;HP;HP Inspiron5190;17/5/2023;10;609.78;19.5;High;233.2
AST002279;Laptop;Samsung;Samsung 9761;9/9/2021;8;969.45;39.7;High;307.5
AST002280;Laptop;Apple;Apple Latitude1796;20/2/2024;8.1;1348.32;10.3;High;305.3
AST002281;Desktop;Apple;Apple Latitude1785;21/11/2020;6.5;757.59;49.3;Medium;253.9
AST002282;Desktop;Dell;Dell Pavilion2771;23/1/2023;9.1;585.77;23.3;High;238.8
AST002283;Server;HP;HP Pavilion1323;24/7/2024;10;3500.39;5.3;High;1267.7
AST002284;Laptop;Dell;Dell Pro2897;10/6/2024;10;1111.65;6.7;High;292.8
AST002285;Desktop;Dell;Dell Inspiron8279;24/1/2023;9;828.47;23.2;High;257.2
AST002286;Laptop;Lenovo;Lenovo Inspiron3024;7/7/2022;7.5;921.51;29.8;High;318.3
AST002287;Smartphone;Dell;Dell Latitude5140;4/12/2023;8.1;691.8;12.9;High;84.1
AST002288;Laptop;Samsung;Samsung Inspiron3508;15/2/2024;8.5;720.06;10.5;High;296
AST002289;Laptop;Lenovo;Lenovo Elite1152;26/9/2023;9.2;825.51;15.2;High;297.1
AST002290;Laptop;Apple;Apple ThinkPad7895;24/9/2021;5.9;1054.88;39.2;Medium;278.9
AST002291;Server;Dell;Dell Pavilion2654;27/9/2022;8.3;3634.82;27.1;High;1168.2
AST002292;Server;Apple;Apple Pavilion9524;8/8/2024;8.9;3825.42;4.8;High;1226.3
AST002293;Desktop;Lenovo;Lenovo ThinkPad3247;28/1/2022;7.3;595.82;35.1;High;271.5
AST002294;Desktop;Dell;Dell Inspiron2718;3/8/2024;10;750.06;4.9;High;226.2
AST002295;Laptop;HP;HP Latitude2928;11/12/2021;6.9;822.95;36.7;Medium;312.9
AST002296;Tablet;Apple;Apple ThinkPad2867;26/11/2022;6.5;568.53;25.2;Medium;155.3
AST002297;Desktop;Apple;Apple 2741;11/4/2022;9.7;905.19;32.7;High;258.1
AST002298;Desktop;ASUS;ASUS Inspiron4254;26/6/2020;6.1;641.76;54.2;Medium;267.5
AST002299;Laptop;Dell;Dell Latitude4272;10/11/2020;4.9;999.49;49.7;Medium;314.7
AST002300;Laptop;Dell;Dell 5308;5/7/2023;8.5;798.93;17.9;High;323.5
AST002301;Monitor;Other;Other 9571;14/7/2023;8.6;361.95;17.6;High;219.1
AST002302;Server;HP;HP Elite6864;8/8/2024;10;4207.47;4.8;High;1225.8
AST002303;Laptop;Dell;Dell Pavilion7713;28/8/2021;7.4;779.43;40.1;High;295.2
AST002304;Tablet;HP;HP ThinkPad3627;5/9/2022;6.9;554.29;27.9;Medium;152.2
AST002305;Laptop;HP;HP Pro9980;5/7/2022;5.6;863.41;29.9;Medium;299.5
AST002306;Laptop;Apple;Apple Inspiron4402;18/7/2024;9.4;1222;5.5;High;276.7
AST002307;Laptop;HP;HP Pavilion8875;2/3/2022;7.2;838.74;34;High;275.7
AST002308;Desktop;Samsung;Samsung ThinkPad4842;24/9/2023;8.4;777.64;15.2;High;263.2
AST002309;Desktop;HP;HP Pro1208;18/3/2023;9.8;744.12;21.5;High;264.4
AST002310;Server;Dell;Dell Pavilion2458;9/6/2020;7.4;3794.04;54.7;High;1291.9
AST002311;Laptop;ASUS;ASUS Pro9095;4/5/2021;6.3;863.97;43.9;Medium;302.4
AST002312;Server;HP;HP Elite2475;24/3/2020;8.1;3824.21;57.3;High;1183.8
AST002313;Laptop;HP;HP 9383;17/6/2023;8.8;929.3;18.5;High;315.1
AST002314;Server;Dell;Dell Pro2659;7/8/2023;9.8;4292.8;16.8;High;1216.6
AST002315;Laptop;HP;HP ThinkPad4787;4/8/2024;10;957.87;4.9;High;319.1
AST002316;Server;Apple;Apple Inspiron5850;12/2/2023;10;3583.73;22.6;High;1089.1
AST002317;Laptop;HP;HP ThinkPad8606;3/2/2020;3.3;748.86;58.9;Low;297.9
AST002318;Laptop;Apple;Apple Pro2635;25/12/2022;9.9;1071.96;24.2;High;278.3
AST002319;Tablet;Dell;Dell 3862;6/2/2022;6.9;507.72;34.8;Medium;151.5
AST002320;Server;HP;HP 1646;8/3/2020;5;3548.95;57.8;Medium;1158.3
AST002321;Desktop;Dell;Dell 5760;17/2/2023;6.6;602.45;22.4;Medium;245
AST002322;Laptop;Apple;Apple ThinkPad6123;28/5/2020;6.7;926.92;55.1;Medium;281.6
AST002323;Desktop;Apple;Apple Inspiron2898;4/5/2020;6;722.25;55.9;Medium;254.6
AST002324;Laptop;Dell;Dell Pro1751;7/2/2021;5.9;995.3;46.7;Medium;290.1
AST002325;Laptop;Dell;Dell Pro3267;7/6/2024;9;1116.11;6.8;High;275.9
AST002326;Laptop;HP;HP Pavilion3793;7/9/2021;8.7;1085.2;39.8;High;295.5
AST002327;Laptop;Lenovo;Lenovo ThinkPad6857;8/4/2022;6.4;896.42;32.8;Medium;279.3
AST002328;Desktop;Lenovo;Lenovo Inspiron5395;16/9/2023;9;665.91;15.5;High;259.6
AST002329;Laptop;Apple;Apple Pavilion2522;6/12/2020;5.9;1188.39;48.8;Medium;303.1
AST002330;Laptop;Other;Other ThinkPad6615;17/10/2020;4.9;817.09;50.5;Medium;278
AST002331;Laptop;Lenovo;Lenovo Elite2865;17/11/2020;6.6;700.01;49.4;Medium;280.2
AST002332;Monitor;HP;HP Inspiron7557;26/8/2022;10;351.86;28.2;High;209.6
AST002333;Laptop;HP;HP Inspiron5453;28/5/2020;4.5;787.48;55.1;Medium;311.5
AST002334;Server;Dell;Dell 7319;6/4/2021;8;3032.79;44.8;High;1100.5
AST002335;Laptop;Apple;Apple Pavilion8835;6/5/2022;5.4;1305.23;31.9;Medium;316.1
AST002336;Laptop;HP;HP 7909;24/7/2023;7.4;1078.59;17.3;High;290.6
AST002337;Tablet;Dell;Dell Pavilion3732;11/1/2021;5.2;502.55;47.6;Medium;162.8
AST002338;Laptop;Lenovo;Lenovo Pro3171;25/3/2022;6.9;721.84;33.2;Medium;270.7
AST002339;Desktop;HP;HP Pavilion1960;13/2/2021;7.2;738.48;46.6;High;232.7
AST002340;Laptop;Lenovo;Lenovo 3611;12/8/2020;5.1;706.24;52.6;Medium;329.3
AST002341;Monitor;Lenovo;Lenovo Pro7816;12/8/2023;8.3;347.81;16.7;High;202.6
AST002342;Laptop;Dell;Dell Latitude8908;23/9/2021;6.8;990.59;39.3;Medium;279.9
AST002343;Tablet;Dell;Dell 8178;19/6/2020;3.1;473.03;54.4;Low;152.1
AST002344;Laptop;Apple;Apple Elite7221;27/3/2020;4.1;855.04;57.2;Medium;273
AST002345;Monitor;Acer;Acer 6875;20/5/2023;8.3;366.83;19.4;High;197.8
AST002346;Server;Dell;Dell Latitude1472;6/1/2021;7.5;3757.87;47.8;High;1249.6
AST002347;Desktop;ASUS;ASUS 3140;19/4/2024;7.8;638.39;8.4;High;231.7
AST002348;Tablet;Apple;Apple Inspiron8997;18/1/2023;8.7;476.18;23.4;High;145.9
AST002349;Laptop;HP;HP Pro7738;8/10/2021;7.6;777.02;38.8;High;289.7
AST002350;Desktop;Dell;Dell Inspiron1753;12/6/2021;6.2;706.95;42.6;Medium;264.8
AST002351;Server;Dell;Dell Pro5286;21/12/2023;9.2;3061.99;12.4;High;1273.4
AST002352;Desktop;Dell;Dell Pavilion6148;18/6/2023;5.4;854.55;18.5;Medium;239.3
AST002353;Laptop;Apple;Apple Pro9598;9/11/2023;9.7;1168.15;13.7;High;304
AST002354;Laptop;Lenovo;Lenovo 4669;11/7/2022;7.4;1015.79;29.7;High;309.5
AST002355;Server;Dell;Dell Pavilion6542;13/10/2021;7.6;3918.73;38.6;High;1115.5
AST002356;Desktop;Lenovo;Lenovo Latitude9570;18/7/2024;10;644.94;5.5;High;258.3
AST002357;Tablet;HP;HP Pavilion2560;7/4/2023;7.3;461.34;20.8;High;164.4
AST002358;Laptop;Apple;Apple Inspiron5072;15/4/2022;7.7;1279.13;32.6;High;324.4
AST002359;Monitor;HP;HP Inspiron6664;28/8/2022;10;398.48;28.1;High;198.4
AST002360;Desktop;Acer;Acer Pavilion7305;21/10/2023;8.4;573.16;14.4;High;250.9
AST002361;Server;Dell;Dell Elite1894;3/4/2022;8.5;4178.47;33;High;1147.6
AST002362;Laptop;ASUS;ASUS Pro3571;17/4/2022;7.7;791.99;32.5;High;310.7
AST002363;Desktop;HP;HP Latitude8688;7/10/2020;7.4;551.48;50.8;High;242.5
AST002364;Tablet;Lenovo;Lenovo 9123;11/4/2024;8.1;525.83;8.7;High;158.4
AST002365;Desktop;Dell;Dell 3709;27/6/2020;6;633.69;54.1;Medium;269.4
AST002366;Desktop;ASUS;ASUS Pro9055;15/8/2022;9.1;549.56;28.5;High;260.1
AST002367;Server;HP;HP ThinkPad4946;5/3/2021;7;3591.48;45.9;Medium;1092.3
AST002368;Desktop;HP;HP ThinkPad5557;11/6/2022;8.8;612.55;30.7;High;232.9
AST002369;Laptop;HP;HP Pro9305;12/9/2023;8.7;1067.34;15.6;High;286.7
AST002370;Laptop;HP;HP Elite7203;17/7/2023;8.5;892.11;17.5;High;308
AST002371;Monitor;Dell;Dell Inspiron4850;19/11/2022;9.6;318.57;25.4;High;190.2
AST002372;Desktop;Apple;Apple Pro8521;22/2/2024;10;775.75;10.3;High;255.4
AST002373;Desktop;HP;HP Inspiron8341;3/6/2024;10;636.52;6.9;High;243.2
AST002374;Laptop;Acer;Acer Pro9166;26/5/2022;7.9;783.56;31.2;High;314.8
AST002375;Server;Lenovo;Lenovo Inspiron6178;10/8/2022;8.3;3029.19;28.7;High;1279.5
AST002376;Desktop;Dell;Dell Pro9148;1/7/2020;7.8;751.34;54;High;235.3
AST002377;Server;Apple;Apple Pavilion1291;19/3/2022;8.6;4297.33;33.4;High;1310.7
AST002378;Laptop;Samsung;Samsung Pro7609;11/6/2022;8.1;883.79;30.7;High;289.7
AST002379;Desktop;Dell;Dell Inspiron1587;25/9/2024;9.8;843.23;3.2;High;235.8
AST002380;Desktop;Other;Other Latitude9996;13/12/2023;9.4;716.5;12.6;High;243.8
AST002381;Tablet;HP;HP Pro2489;21/12/2023;7.9;473.41;12.4;High;145.7
AST002382;Desktop;Apple;Apple 5990;14/8/2022;8.5;915.15;28.6;High;242
AST002383;Laptop;Lenovo;Lenovo Latitude4389;26/4/2023;7.9;942.44;20.2;High;272.7
AST002384;Laptop;HP;HP Pavilion8474;22/10/2024;10;1117.86;2.3;High;275.5
AST002385;Laptop;HP;HP ThinkPad6953;28/12/2024;9.6;887.56;0.1;High;325.3
AST002386;Tablet;Acer;Acer 1889;11/12/2023;8.6;494.16;12.7;High;140.9
AST002387;Laptop;Apple;Apple 4652;4/4/2020;4.3;1133.91;56.9;Medium;290
AST002388;Tablet;Dell;Dell 8445;2/8/2023;10;480.25;17;High;144.9
AST002389;Server;Other;Other ThinkPad8751;3/1/2024;10;3313.65;11.9;High;1109.1
AST002390;Laptop;Samsung;Samsung Pavilion6952;9/8/2020;5.1;709.57;52.7;Medium;283.4
AST002391;Laptop;Lenovo;Lenovo Pavilion8414;16/8/2020;6.2;653.68;52.5;Medium;281.9
AST002392;Laptop;Acer;Acer Pro2596;11/9/2024;8.8;828.69;3.6;High;314.7
AST002393;Laptop;Acer;Acer 4633;7/10/2023;8.3;707.66;14.8;High;277.4
AST002394;Desktop;Acer;Acer Pro6592;2/9/2021;6.4;601.53;39.9;Medium;254.7
AST002395;Server;Apple;Apple ThinkPad5783;8/12/2020;6.7;3550.97;48.8;Medium;1234.9
AST002396;Laptop;Dell;Dell Latitude9552;4/3/2024;8.4;1177.13;9.9;High;285.4
AST002397;Laptop;Acer;Acer ThinkPad2741;7/8/2024;7.8;774.55;4.8;High;285.4
AST002398;Tablet;Dell;Dell Pro3689;20/12/2022;5.5;540.77;24.4;Medium;155.3
AST002399;Desktop;Apple;Apple Inspiron3301;17/10/2024;7.9;946.24;2.5;High;261.2
AST002400;Laptop;Apple;Apple 7704;16/4/2023;8.5;1336.65;20.5;High;285
AST002401;Tablet;Samsung;Samsung Pro5166;9/11/2022;8;344.46;25.7;High;143.1
AST002402;Server;Apple;Apple Latitude4209;11/4/2022;8.3;3362.4;32.7;High;1252.2
AST002403;Laptop;Samsung;Samsung Elite2978;2/7/2020;6;699.68;54;Medium;284.1
AST002404;Server;Dell;Dell 7437;2/6/2020;6.3;2890.85;55;Medium;1265.4
AST002405;Desktop;HP;HP Elite8488;18/3/2023;8.1;576.98;21.5;High;245.4
AST002406;Desktop;HP;HP 4122;18/10/2023;8.8;648.54;14.5;High;230
AST002407;Laptop;HP;HP Pavilion6536;10/2/2024;7.3;1051.54;10.7;High;308.7
AST002408;Desktop;Dell;Dell Pro7790;18/6/2022;8.4;817.66;30.5;High;249
AST002409;Laptop;HP;HP Pro3018;10/10/2023;8.4;1018.65;14.7;High;279.5
AST002410;Server;Apple;Apple 8381;26/7/2022;6.8;4651.5;29.2;Medium;1198.8
AST002411;Smartphone;HP;HP Inspiron9260;14/2/2023;5.7;622.24;22.5;Medium;84.1
AST002412;Laptop;Acer;Acer Elite9172;13/7/2020;5.9;799.86;53.6;Medium;312.5
AST002413;Laptop;Apple;Apple Pro9689;20/9/2024;9.6;931.97;3.4;High;300.4
AST002414;Tablet;Dell;Dell Pavilion1795;23/8/2023;7.2;429.44;16.3;High;148.9
AST002415;Laptop;Lenovo;Lenovo Latitude8091;1/6/2022;8.7;810.29;31;High;321.1
AST002416;Desktop;Dell;Dell 8912;6/8/2021;7;605.77;40.8;Medium;245.3
AST002417;Laptop;Samsung;Samsung Latitude3903;8/6/2024;10;969.21;6.8;High;291.5
AST002418;Monitor;Lenovo;Lenovo Pavilion3845;18/8/2021;7;281.93;40.4;Medium;200.9
AST002419;Laptop;HP;HP Pavilion3103;13/4/2022;6.4;891.61;32.6;Medium;270.9
AST002420;Monitor;Lenovo;Lenovo Pro7347;12/10/2020;7.4;317.67;50.6;High;213.9
AST002421;Laptop;Lenovo;Lenovo Pavilion6273;27/9/2020;5.4;872.38;51.1;Medium;310.9
AST002422;Laptop;Dell;Dell Latitude7302;10/9/2023;10;1014.44;15.7;High;286.9
AST002423;Smartphone;Dell;Dell Inspiron5067;16/8/2022;6.4;684.32;28.5;Medium;77.5
AST002424;Server;Dell;Dell ThinkPad7518;4/8/2020;8;3515.2;52.9;High;1306.8
AST002425;Desktop;Apple;Apple ThinkPad5819;20/8/2022;8.7;967.47;28.4;High;226.3
AST002426;Server;HP;HP Inspiron3185;23/3/2022;9.9;3648.72;33.3;High;1315.6
AST002427;Tablet;Other;Other Elite7762;5/12/2020;4.5;479.21;48.9;Medium;155.2
AST002428;Laptop;Dell;Dell Latitude9393;15/11/2023;9.6;1112.01;13.5;High;296.9
AST002429;Laptop;Dell;Dell ThinkPad9975;6/2/2021;4.9;979.82;46.8;Medium;311
AST002430;Laptop;ASUS;ASUS 6143;10/6/2022;8.9;714.99;30.7;High;276
AST002431;Monitor;Lenovo;Lenovo Pavilion4560;18/9/2021;8.9;312.61;39.4;High;208.2
AST002432;Monitor;Dell;Dell Elite4435;17/3/2020;7.1;282.21;57.5;High;188.9
AST002433;Desktop;HP;HP Latitude5760;15/8/2023;8;797.43;16.6;High;246.6
AST002434;Tablet;Lenovo;Lenovo Pavilion6657;13/5/2024;7.4;363.58;7.6;High;164.4
AST002435;Desktop;Lenovo;Lenovo Pavilion3173;19/6/2022;6.1;697.92;30.4;Medium;262.3
AST002436;Desktop;Dell;Dell Pavilion3913;14/2/2023;9;646.54;22.5;High;274
AST002437;Monitor;Lenovo;Lenovo Latitude9888;11/11/2022;6.9;346.67;25.7;Medium;216.5
AST002438;Desktop;Samsung;Samsung Pavilion6281;5/7/2022;7.7;521.77;29.9;High;270.6
AST002439;Monitor;Other;Other Pavilion2890;14/8/2023;9.9;333.45;16.6;High;204.2
AST002440;Server;HP;HP 6771;23/8/2022;8.4;4139.56;28.3;High;1143.9
AST002441;Laptop;Dell;Dell Latitude8870;9/3/2021;8.3;769.48;45.8;High;318.1
AST002442;Server;Dell;Dell Latitude7839;18/6/2020;5.2;2704.34;54.4;Medium;1270.2
AST002443;Server;HP;HP Pavilion9747;5/9/2023;8.5;3906.16;15.9;High;1210.4
AST002444;Monitor;HP;HP ThinkPad7920;21/11/2024;10;407;1.3;High;209.4
AST002445;Laptop;Apple;Apple 1209;23/6/2022;7.5;1001.58;30.3;High;311
AST002446;Tablet;Dell;Dell Latitude2744;4/5/2022;6.8;478.75;31.9;Medium;157.5
AST002447;Laptop;ASUS;ASUS Pro7240;27/9/2023;9.3;709.95;15.1;High;314.8
AST002448;Desktop;Dell;Dell Elite1869;9/7/2020;6.3;615.65;53.7;Medium;269.9
AST002449;Desktop;HP;HP Pavilion1927;6/1/2022;7.6;698.11;35.8;High;233.7
AST002450;Server;HP;HP Elite5374;6/3/2021;6.2;2763.31;45.9;Medium;1314.1
AST002451;Monitor;HP;HP 3636;12/10/2023;10;430.87;14.7;High;219.8
AST002452;Monitor;Dell;Dell ThinkPad5105;9/12/2023;10;391.21;12.7;High;185.7
AST002453;Laptop;Apple;Apple Elite2016;13/6/2024;9.2;1396.36;6.6;High;280.4
AST002454;Laptop;Samsung;Samsung Pavilion5835;26/11/2020;4.9;671.78;49.1;Medium;284
AST002455;Laptop;Other;Other Elite9866;24/5/2021;5.3;962.88;43.3;Medium;303.6
AST002456;Laptop;HP;HP Pro6876;7/6/2024;7.3;859.86;6.8;High;304.3
AST002457;Laptop;HP;HP 8415;22/10/2024;8.7;985.4;2.3;High;313.5
